OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
2914604535,01:09:09.949,+33:01:41.75,2000.0,15.72,r,-1,0,1
2136599383,01:08:51.276,+32:55:56.33,2000.0,17.10,r,-2,0,1
2570635278,01:09:01.694,+32:56:13.98,2000.0,17.24,r,-2,0,1
2755740279,01:09:06.151,+32:55:28.91,2000.0,16.25,r,-2,0,1
4401113836,01:09:45.630,+33:06:39.79,2000.0,15.83,r,-2,0,1
4603644967,01:09:50.490,+33:05:13.17,2000.0,18.74,r,-2,0,1
