OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?,PA
0217254932,02:48:05.214,-02:18:46.61,2000.0,20.33,r,4,1,1,18
0822765272,02:48:19.747,-02:13:45.51,2000.0,19.42,r,6277,1,1,18
0906719736,02:48:21.789,-02:13:31.90,2000.0,20.47,r,2188,1,1,18
0958023329,02:48:23.004,-02:13:51.32,2000.0,18.54,r,19693,1,1,18
1186474650,02:48:28.486,-02:13:47.39,2000.0,19.56,r,7756,1,1,18
1289223884,02:48:30.951,-02:13:49.67,2000.0,19.14,r,13578,1,1,18
9653139059,02:47:51.687,-02:18:04.06,2000.0,22.02,r,408,1,1,18
9750983614,02:47:53.988,-02:18:20.70,2000.0,19.19,r,14326,1,1,18
9897933855,02:47:57.566,-02:18:19.77,2000.0,20.43,r,423,1,1,18
9906617547,02:47:57.745,-02:18:08.62,2000.0,22.00,r,65,1,1,18
0132067523,02:48:03.172,-02:18:08.61,2000.0,20.85,r,391,1,1,18
0348864616,02:48:08.380,-02:18:17.35,2000.0,20.14,r,1440,1,1,18
0350269122,02:48:08.413,-02:18:03.84,2000.0,20.92,r,924,1,1,18
1196011975,02:48:28.701,-02:13:25.42,2000.0,20.32,r,2570,1,1,18
9493132496,02:47:47.823,-02:17:53.91,2000.0,19.56,r,3719,1,1,18
9603663751,02:47:50.507,-02:17:50.05,2000.0,21.16,r,380,1,1,18
9669846143,02:47:52.086,-02:17:42.80,2000.0,19.54,r,9416,1,1,18
9778361375,02:47:54.690,-02:17:57.23,2000.0,21.65,r,205,1,1,18
0328259958,02:48:07.887,-02:17:31.39,2000.0,19.93,r,5193,1,1,18
0357458525,02:48:08.586,-02:17:35.78,2000.0,20.88,r,1683,1,1,18
0678923355,02:48:16.330,-02:17:50.90,2000.0,21.16,r,27,1,1,18
1218037403,02:48:29.240,-02:12:39.43,2000.0,21.43,r,1009,1,1,18
9023983656,02:47:36.584,-02:22:20.12,2000.0,20.84,r,290,1,1,18
9163089532,02:47:39.919,-02:22:02.67,2000.0,21.75,r,304,1,1,18
9948665337,02:47:58.786,-02:17:15.23,2000.0,20.59,r,2548,1,1,18
9973757074,02:47:59.381,-02:17:09.84,2000.0,19.67,r,3292,1,1,18
0136010743,02:48:03.272,-02:17:29.04,2000.0,21.84,r,100,1,1,18
0144772921,02:48:03.479,-02:17:22.62,2000.0,21.72,r,147,1,1,18
0225376144,02:48:05.420,-02:17:12.93,2000.0,20.19,r,1270,1,1,18
0546537021,02:48:13.130,-02:17:10.17,2000.0,19.66,r,7682,1,1,18
0582345980,02:48:13.997,-02:17:13.40,2000.0,21.13,r,2010,1,1,18
0766617909,02:48:18.416,-02:17:07.67,2000.0,21.08,r,1246,1,1,18
0867703599,02:48:20.842,-02:17:20.47,2000.0,21.62,r,8,1,1,18
1189175064,02:48:28.549,-02:17:16.16,2000.0,19.66,r,1529,1,1,18
