objID,raMean,decMean,rMeanKronMag,nDetections
120170011095511107,1.10953532,10.14209399,20.31060028076172,62
120170011159616831,1.11592958,10.1469307,-999.0,15
120150009817709058,0.98178552,10.13207724,20.97130012512207,16
120190009806414801,0.98057102,10.16198285,21.499799728393555,14
120180009864545051,0.98644107,10.15375899,18.665700912475586,68
120090008953758166,0.8953809,10.0813896,20.220199584960938,77
120110008973122788,0.89746503,10.09368758,20.853500366210938,16
120280008865857803,0.88663232,10.23938425,21.305700302124023,36
120290008861984918,0.8861897,10.24538408,20.75979995727539,38
120090009390257893,0.93901095,10.08110631,21.212600708007812,28
120110009395875076,0.93960109,10.09545439,21.131200790405273,50
120070010066826955,1.00667788,10.06366428,18.575300216674805,69
120070010045369388,1.00450151,10.06568235,20.25830078125,57
120060010318822221,1.03188935,10.05138523,20.130300521850586,65
120050010248642418,1.02486664,10.04321236,18.893699645996094,78
120050010262206751,1.02619172,10.04684652,21.202699661254883,48
120080010180871930,1.01808341,10.06781616,20.499900817871094,52
120160011062246647,1.10614836,10.13842998,19.929000854492188,45
120160011169081920,1.11688466,10.13447703,20.726200103759766,51
120180011193588286,1.11937436,10.15641134,20.03260040283203,54
120190011184842688,1.11846545,10.16010066,19.852399826049805,56
120180011119426901,1.11192044,10.15531176,20.794300079345703,42
120170011213864141,1.12138139,10.14464205,-999.0,17
120190010224561463,1.02244718,10.15916092,21.0226993560791,42
120190009991680491,0.999161,10.15824282,21.20159912109375,37
120170010098363516,1.00978554,10.14410603,17.869300842285156,61
120160009718257652,0.97181093,10.13923342,21.554899215698242,31
120160009801364149,0.98015518,10.13630906,21.736400604248047,26
119880010287803108,1.0287794,9.90213741,17.93600082397461,57
119890010204033432,1.02038377,9.91077492,20.569400787353516,43
119890010146298104,1.01467735,9.91452223,21.447399139404297,21
119890010108450192,1.01074036,9.90807804,21.71470069885254,15
120250010586738956,1.05864746,10.21531946,20.291500091552734,72
120250010630663731,1.06310687,10.21097873,13.575300216674805,68
120250010655402455,1.06550795,10.20990387,-999.0,12
120260010669051016,1.06688611,10.21703073,21.13800048828125,56
120290010349851749,1.03492206,10.24264091,20.2721004486084,61
120290010399150478,1.03987807,10.24163757,21.16230010986328,38
120270010399478574,1.03995007,10.2315814,21.577699661254883,25
120270010455196527,1.04547148,10.23002777,20.497299194335938,35
120080010077636978,1.00777984,10.07204448,21.032699584960938,37
120070009794644191,0.97945199,10.06138653,19.996599197387695,64
120070009620305581,0.96202756,10.06255483,16.881399154663086,79
120070009585975624,0.95863846,10.06259016,21.388099670410156,36
120080009628658624,0.96286812,10.07336867,21.222200393676758,40
120140011369226952,1.13691415,10.1219933,19.597200393676758,64
120150011393310161,1.13935127,10.12469221,22.373199462890625,25
120150011361729916,1.13624003,10.13273301,21.069900512695312,30
120190010303163339,1.03033303,10.16062134,21.509300231933594,18
120190010276201746,1.02763526,10.15927476,21.418899536132812,31
120180010215813287,1.02158481,10.15224751,16.284400939941406,74
120180010189359541,1.0189203,10.1574768,17.25979995727539,75
120130008640543344,0.86408916,10.11075195,20.021900177001953,72
120120008755494049,0.87551285,10.1030047,19.768199920654297,60
120120008732808403,0.87331386,10.10662521,21.699899673461914,41
119860010328377777,1.03280471,9.88933224,15.249099731445312,68
119910009926589522,0.99262069,9.93248574,21.67690086364746,23
119920009932901818,0.9932502,9.93445129,21.44339942932129,31
119900009948717292,0.99489113,9.92228961,21.122499465942383,41
119900010053588585,1.00537112,9.92335597,20.217100143432617,63
119910010023893938,1.00238734,9.92781158,20.685699462890625,73
119910009891757487,0.98915061,9.93077602,18.90410041809082,69
120270008371527684,0.83719494,10.23100118,19.715999603271484,77
120270008414935730,0.84165438,10.22938295,21.453699111938477,18
120240010737699474,1.07376627,10.20731545,22.0856990814209,11
120250010696438504,1.06960228,10.21492783,-999.0,19
120060009733452929,0.97322664,10.05197921,-999.0,13
120060009737601749,0.97376112,10.05092707,21.898399353027344,11
120060009776341976,0.97752762,10.05125642,21.142000198364258,35
120050009783649942,0.97834383,10.04951914,20.89459991455078,40
120050009843263008,0.98432297,10.04372538,20.567699432373047,57
120080009740949352,0.97406085,10.0741086,21.489599227905273,14
120160010828005543,1.08275029,10.13751392,21.929100036621094,27
120150011002023636,1.10016544,10.12752905,19.96109962463379,54
120160010927354594,1.09266783,10.136672,21.26689910888672,34
120180011313970367,1.13138947,10.14983951,-999.0,25
120140011232514355,1.1232369,10.11980981,21.652799606323242,18
120200009965352357,0.99649414,10.16816021,19.871200561523438,43
120200010246105716,1.02452687,10.17095725,21.597299575805664,18
120190010259898168,1.02595834,10.1646615,19.9822998046875,66
120200010209320037,1.02095144,10.16616767,18.02359962463379,17
120180008351920742,0.83520833,10.15009682,21.09779930114746,27
120180008401131274,0.84016052,10.15064905,19.74880027770996,63
120230009270516162,0.92705355,10.19637166,20.979799270629883,61
120230009252327176,0.92523857,10.19718834,20.857799530029297,46
120100008143381710,0.81442649,10.084423,21.299400329589844,42
119920008087763789,0.80883836,9.93603666,20.972299575805664,30
119910008209300041,0.82092132,9.92451697,20.458999633789062,39
119910008205440948,0.82058566,9.92542832,20.47879981994629,17
119900008212956677,0.8212422,9.92185988,20.63050079345703,21
119890008329254438,0.83291375,9.91163713,20.617000579833984,34
119900008285913205,0.82867641,9.9189336,-999.0,14
