OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
8927069780,00:03:34.263,+10:03:57.80,2000.0,15.74,r,-1,0,1
9087405233,00:03:38.100,+09:58:44.07,2000.0,18.17,r,-2,0,1
8721164729,00:03:29.314,+09:58:42.75,2000.0,19.53,r,-2,0,1
8810736535,00:03:31.458,+09:57:48.09,2000.0,19.52,r,-2,0,1
0659492824,00:04:15.821,+10:07:06.77,2000.0,18.89,r,-2,0,1
