OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
8927069780,00:03:34.263,+10:03:57.80,2000.0,15.74,r,-1,0,1
8849677965,00:03:32.402,+09:57:22.41,2000.0,19.01,r,-2,0,1
8721164729,00:03:29.314,+09:58:42.75,2000.0,19.53,r,-2,0,1
8726913591,00:03:29.468,+09:59:39.23,2000.0,16.74,r,-2,0,1
0318811537,00:04:07.646,+10:08:02.93,2000.0,17.46,r,-2,0,1
0189359541,00:04:04.541,+10:09:26.92,2000.0,17.21,r,-2,0,1
