OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
3437543861,23:21:22.505,+29:12:09.78,2000.0,15.20,r,-1,0,1
1753329400,23:20:42.082,+29:10:26.47,2000.0,16.95,r,-2,0,1
1647986377,23:20:39.553,+29:08:17.43,2000.0,15.38,r,-2,0,1
2029001611,23:20:48.696,+29:07:03.12,2000.0,18.82,r,-2,0,1
3466690305,23:21:23.202,+29:19:29.24,2000.0,18.92,r,-2,0,1
3783384769,23:21:30.801,+29:17:12.63,2000.0,18.06,r,-2,0,1
