OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
1505669192,02:48:36.139,-02:16:33.64,2000.0,16.08,r,-1,0,1
9848988191,02:47:56.393,-02:20:36.69,2000.0,18.10,r,-2,0,1
9840564628,02:47:56.187,-02:15:47.36,2000.0,16.42,r,-2,0,1
1868901805,02:48:44.871,-02:11:55.92,2000.0,19.88,r,-2,0,1
1347824248,02:48:32.368,-02:10:48.56,2000.0,19.70,r,-2,0,1
1868042391,02:48:44.839,-02:13:54.22,2000.0,18.09,r,-2,0,1
