OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
3703070140,01:09:28.875,+33:03:28.65,2000.0,15.64,r,-1,0,1
3215620403,01:09:17.178,+32:58:29.38,2000.0,16.15,r,-2,0,1
2709692851,01:09:05.033,+32:59:36.75,2000.0,19.21,r,-2,0,1
4849701059,01:09:56.391,+33:11:01.36,2000.0,19.61,r,-2,0,1
5078715532,01:10:01.885,+33:10:14.69,2000.0,19.47,r,-2,0,1
5223158439,01:10:05.353,+33:06:53.53,2000.0,18.03,r,-2,0,1
