_RAJ2000	_DEJ2000	_V	RAJ2000	DEJ2000	objID	f_objID	Qual	e_RAJ2000	e_DEJ2000	Epoch	Ns	Nd	gmag	e_gmag	gKmag	e_gKmag	gFlags	rmag	e_rmag	rKmag	e_rKmag	rFlags	imag	e_imag	iKmag	e_iKmag	iFlags	zmag	e_zmag	zKmag	e_zKmag	zFlags	ymag	e_ymag	yKmag	e_yKmag	yFlags
001.08842787000	+09.89823200000	VizieR	001.088427870	+09.898232000	119870010884808419	436527104	52	0.0415	0.0558	55718.501562500	5	21	22.2640	0.2145	 	 	115000	21.6989	0.0829	21.3260	0.1089	16892216	21.8123	0.1375	21.8397	0.1284	115000	21.1699	0.1250	21.4267	0.2967	115000	 	 	 	 	114720
001.07275050000	+09.88378474000	VizieR	001.072750500	+09.883784740	119860010727131121	436527104	52	0.0547	0.0448	56087.135358800	4	12	 	 	 	 	16416	 	 	 	 	114720	21.5371	0.0323	21.5218	0.1044	115000	20.8069	0.0495	20.5156	0.1136	115000	 	 	 	 	114720
001.07549172000	+09.89182510000	VizieR	001.075491720	+09.891825100	119870010754990748	503635968	60	0.0083	0.0103	56015.512187500	5	59	19.5626	0.0097	19.6770	0.0233	115000	18.3473	0.0055	18.4299	0.0110	115000	17.4552	0.0053	17.5476	0.0100	115000	17.0534	0.0046	17.1183	0.0129	115000	16.8340	0.0082	16.9406	0.0147	115000
001.06791970000	+09.89332194000	VizieR	001.067919700	+09.893321940	119870010679102525	503635968	60	0.0171	0.0149	56013.495092590	5	47	17.9314	0.0033	18.0016	0.0064	115000	17.3618	0.0049	17.4273	0.0059	115000	17.1455	0.0093	17.2207	0.0061	115000	17.0587	0.0028	17.1477	0.0068	115000	16.9792	0.0098	17.0863	0.0162	115000
001.08234589000	+09.91067602000	VizieR	001.082345890	+09.910676020	119890010823743346	436527104	52	0.0419	0.0514	55958.243043980	5	25	22.1304	0.1869	 	 	115256	21.7942	0.0804	21.2014	0.1199	115000	21.4621	0.0731	21.1586	0.0973	115000	20.9068	0.1697	20.4719	0.1197	16892216	 	 	 	 	114720
001.08975041000	+09.89290591000	VizieR	001.089750410	+09.892905910	119870010897642059	436527104	52	0.0198	0.0183	55927.365763890	4	35	 	 	 	 	16416	21.6643	0.0330	21.5321	0.0985	115000	20.7226	0.0460	20.5118	0.0667	16892216	20.3069	0.0758	20.1465	0.1202	115000	19.8386	0.0911	19.7347	0.1310	115000
001.07548010000	+09.88734551000	VizieR	001.075480100	+09.887345510	119860010754635394	444751872	53	0.0777	0.0777	55917.402280090	2	5	 	 	 	 	0	21.9984	0.1448	21.3439	0.3243	16892216	21.3319	0.0433	20.8716	0.3287	115000	 	 	 	 	16416	 	 	 	 	16416
001.09390978000	+09.93026320000	VizieR	001.093909780	+09.930263200	119910010940206788	310452224	37	0.0697	0.0697	55478.075347220	0	3	22.0179	0.1878	22.1206	0.2997	536	20.9757	0.0979	20.7295	0.1261	16777496	21.5681	0.1138	20.4153	0.1064	16777488	 	 	 	 	0	 	 	 	 	0
001.11581707000	+09.91324221000	VizieR	001.115817070	+09.913242210	119890011159606502	302067712	36	0.2043	0.2043	56222.384259260	0	3	 	 	 	 	0	21.8920	0.2037	21.5611	0.2548	272	21.0334	0.4993	21.8540	0.2208	4120	 	 	 	 	0	 	 	 	 	0
001.09973492000	+09.91876245000	VizieR	001.099734920	+09.918762450	119900010996703050	436527104	52	0.0786	0.0572	55794.149247690	3	10	 	 	 	 	16416	21.9556	0.0197	21.9370	0.1253	115000	21.5397	0.1824	21.4572	0.1488	115000	21.1572	0.0305	20.6532	0.0341	115000	 	 	 	 	16416
001.10490879000	+09.90858518000	VizieR	001.104908790	+09.908585180	119890011047970818	436363264	52	0.0696	0.0696	55838.026550930	5	6	 	 	 	 	114720	21.4528	0.2676	21.6587	0.2168	115000	21.7878	0.1389	21.2358	0.1904	16892216	21.1526	0.1836	20.6553	0.2088	115000	 	 	 	 	114720
001.09747336000	+09.92006675000	VizieR	001.097473360	+09.920066750	119900010975304674	444915712	53	0.1182	0.1599	55784.253206020	4	13	 	 	 	 	114720	21.7974	0.0645	20.9913	0.1502	115000	21.5830	0.0504	21.1223	0.1371	16892216	 	 	 	 	114720	 	 	 	 	16416
001.09369114000	+09.93032038000	VizieR	001.093691140	+09.930320380	119910010936406955	444915712	53	0.0382	0.0268	55871.721759260	5	41	21.9184	0.0724	21.3517	0.0972	16892216	21.2933	0.0512	20.4297	0.0694	16892216	20.8987	0.0670	19.7617	0.0509	16892216	20.5480	0.1048	20.1303	0.0894	16892216	19.8215	0.1204	18.2102	0.0725	16892216
001.10330298000	+09.92489709000	VizieR	001.103302980	+09.924897090	119910011033320429	436527104	52	0.0150	0.0182	55820.862592590	4	48	21.3494	0.0383	21.2976	0.1456	115000	20.9445	0.0262	20.9701	0.0606	115000	20.8585	0.0276	20.9856	0.0351	115000	20.8001	0.0994	20.7431	0.1222	115000	 	 	 	 	16416
001.09200306000	+09.90384685000	VizieR	001.092003060	+09.903846850	119880010919595182	503635968	60	0.0228	0.0345	55998.827893520	5	58	21.1996	0.0526	21.1682	0.1002	115000	20.0117	0.0211	20.1720	0.0280	115000	18.5399	0.0042	18.6175	0.0126	115000	17.8224	0.0079	17.9144	0.0041	115000	17.4830	0.0070	17.5793	0.0109	115000
001.09351424000	+09.91015534000	VizieR	001.093514240	+09.910155340	119890010935372722	503635968	60	0.0126	0.0105	55787.125763890	5	62	16.8625	0.0067	16.9294	0.0029	115000	16.0373	0.0028	16.1016	0.0033	115000	15.6822	0.0078	15.7462	0.0028	115000	15.5186	0.0023	15.5701	0.0023	115000	15.3995	0.0053	15.4663	0.0037	115000
001.11289517000	+09.92160888000	VizieR	001.112895170	+09.921608880	119900011129686500	436527104	52	0.2051	0.1388	55690.967743060	2	8	 	 	 	 	16416	22.0395	0.1659	21.3993	0.2017	16892216	21.8177	0.0307	21.8086	0.0477	115000	21.2170	0.1922	21.2542	0.3122	16696	 	 	 	 	16416
001.10423678000	+09.92936573000	VizieR	001.104236780	+09.929365730	119910011042525792	436527104	52	0.0097	0.0131	55927.258819440	5	64	20.0789	0.0160	20.2049	0.0347	115000	19.4138	0.0072	19.4978	0.0131	115000	19.1245	0.0118	19.2351	0.0255	115000	19.0477	0.0268	19.1570	0.0217	115000	18.9968	0.0397	19.1940	0.1168	115000
001.08908077000	+09.90543194000	VizieR	001.089080770	+09.905431940	119880010890897070	436527104	52	0.0190	0.0134	55845.643009260	5	48	22.0152	0.1628	21.6894	0.2347	115000	21.0072	0.0379	21.0709	0.0828	115000	20.1460	0.0059	20.2764	0.0306	115000	19.6451	0.0207	19.7451	0.0549	115000	19.4862	0.0452	19.6388	0.1023	115000
001.09128354000	+09.91472752000	VizieR	001.091283540	+09.914727520	119890010913478227	436527104	52	0.0311	0.0458	56005.459270830	5	52	21.9671	0.1515	 	 	115256	21.3132	0.0214	21.2959	0.1068	115000	20.2646	0.0189	20.3489	0.0539	115000	19.7280	0.0553	19.8346	0.0888	115000	19.4397	0.0478	19.5346	0.1001	115000
001.11518944000	+09.91451283000	VizieR	001.115189440	+09.914512830	119890011151577878	436527104	52	0.0591	0.0512	56060.427002310	4	11	 	 	 	 	16416	 	 	 	 	114720	21.5817	0.0939	21.6278	0.1300	115000	20.9041	0.0542	20.7843	0.1728	115000	 	 	 	 	114720
001.10677436000	+09.91840865000	VizieR	001.106774360	+09.918408650	119900011067872681	436527104	52	0.0217	0.0230	55995.028356480	5	36	 	 	 	 	114720	21.4143	0.0541	21.2374	0.0832	115000	20.8889	0.0089	20.5579	0.2164	16892216	20.5145	0.0418	20.2260	0.0430	16892216	 	 	 	 	114720
001.10457782000	+09.91103403000	VizieR	001.104577820	+09.911034030	119890011045623827	436527232	52	0.0420	0.0558	55846.594675930	4	15	 	 	 	 	114720	22.0524	0.0876	 	 	115000	21.4073	0.1346	21.2204	0.0848	115000	21.0067	0.0605	20.7537	0.0497	115000	 	 	 	 	16416
001.10663905000	+09.91205300000	VizieR	001.106639050	+09.912053000	119890011066095017	444751872	53	0.0648	0.0648	55531.381747690	4	5	 	 	 	 	114720	20.8277	0.1346	20.1639	0.1403	16892216	21.7520	0.0687	21.3983	0.2338	16892216	 	 	 	 	114720	 	 	 	 	16416
001.10422518000	+09.91838579000	VizieR	001.104225180	+09.918385790	119900011042482627	503635968	60	0.0273	0.0608	56049.876817130	5	63	21.0092	0.0358	21.2509	0.0461	115000	19.7686	0.0125	19.8609	0.0214	115000	18.5743	0.0065	18.6986	0.0066	115000	18.0477	0.0153	18.1291	0.0195	115000	17.7671	0.0100	17.8730	0.0174	115000
001.11648429000	+09.91325702000	VizieR	001.116484290	+09.913257020	119890011165486451	444915712	53	0.0334	0.0334	55963.282627310	4	19	 	 	 	 	16416	21.9875	0.1524	21.7731	0.2274	16892216	21.0893	0.0573	20.5937	0.1121	16892216	20.7837	0.0640	20.6137	0.0636	115000	19.7818	0.1264	18.4281	0.0877	16892216
001.09716642000	+09.90485414000	VizieR	001.097166420	+09.904854140	119880010971746375	503635968	60	0.0066	0.0134	55896.664930560	5	66	14.5810	0.0005	14.5891	0.0033	115000	14.0861	0.0074	14.0480	0.0041	16892216	13.8979	0.0069	13.8666	0.0008	16892216	13.8349	0.0032	13.7790	0.0019	16892216	13.7749	0.0021	13.7153	0.0112	115000
001.09723934000	+09.91369500000	VizieR	001.097239340	+09.913695000	119890010972376973	503635968	60	0.0124	0.0131	55859.640891200	5	63	18.1937	0.0090	18.2750	0.0091	115000	17.1366	0.0041	17.1990	0.0060	115000	16.6638	0.0023	16.7403	0.0039	115000	16.4558	0.0016	16.5167	0.0060	115000	16.3118	0.0082	16.3958	0.0114	115000
001.08986148000	+09.91242074000	VizieR	001.089861480	+09.912420740	119890010898705450	503635968	60	0.0174	0.0434	55833.006828700	5	62	16.7502	0.0061	16.8072	0.0039	115000	16.3350	0.0040	16.3981	0.0030	115000	16.1810	0.0051	16.2525	0.0073	115000	16.1377	0.0029	16.1901	0.0028	115000	16.0929	0.0047	16.1824	0.0097	115000
001.10285528000	+09.90933774000	VizieR	001.102855280	+09.909337740	119890011028161815	436527104	52	0.0240	0.0229	55878.346319440	5	36	21.8811	0.1658	20.8470	0.1589	16892216	21.4180	0.1090	21.1704	0.1147	115000	20.8872	0.0330	20.6754	0.1054	16892216	20.6489	0.0770	20.2312	0.1363	115000	19.9481	0.0385	19.1870	0.0737	16892216
001.15377323000	+09.91895537000	VizieR	001.153773230	+09.918955370	119900011537633281	310456320	37	0.1669	0.1669	55895.210405090	0	3	 	 	 	 	0	 	 	20.7182	0.0000	24	 	 	 	 	0	20.7550	0.1662	19.2200	0.1171	16777488	 	 	 	 	0
001.15307617000	+09.91202963000	VizieR	001.153076170	+09.912029630	119890011530515046	444915712	53	0.0407	0.0319	55794.886909720	5	33	21.8340	0.1011	21.2784	0.1372	16892216	21.2745	0.0424	20.6471	0.0596	16892216	20.8446	0.0844	20.1558	0.0655	16892216	20.4921	0.0083	19.9937	0.0048	16892216	19.8870	0.0784	19.0054	0.1833	16892216
001.13981862000	+09.92542184000	VizieR	001.139818620	+09.925421840	119910011398231062	436527104	52	0.0082	0.0053	55748.051481480	5	58	19.8823	0.0137	20.0099	0.0111	115000	19.0478	0.0077	19.1172	0.0099	115000	18.6771	0.0166	18.7913	0.0147	115000	18.5122	0.0109	18.6152	0.0374	115000	18.4169	0.0245	18.4821	0.0344	115000
001.15426818000	+09.91354601000	VizieR	001.154268180	+09.913546010	119890011542916770	436527104	52	0.0941	0.0897	55890.857581020	2	8	 	 	 	 	16416	 	 	 	 	16416	21.6185	0.1726	 	 	115000	20.8435	0.0210	20.2502	0.2342	16892208	 	 	 	 	16416
001.14016610000	+09.90355646000	VizieR	001.140166100	+09.903556460	119880011400464647	436363264	52	0.0918	0.0918	55935.975567130	2	4	22.0038	0.1692	21.2560	0.2134	16793912	 	 	 	 	16416	 	 	 	 	114720	21.1656	0.0487	21.3460	0.1143	115000	 	 	 	 	16416
001.13311423000	+09.92597967000	VizieR	001.133114230	+09.925979670	119910011331201753	436527104	52	0.0540	0.0579	55870.079699070	4	10	 	 	 	 	16416	 	 	 	 	114720	21.6781	0.0238	21.6530	0.1958	115000	21.0740	0.0697	20.5838	0.1463	115000	 	 	 	 	114720
001.15089198000	+09.91124690000	VizieR	001.150891980	+09.911246900	119890011508964051	503635968	60	0.0280	0.0188	55876.028171300	5	66	17.4774	0.0049	17.5407	0.0046	115000	17.0316	0.0044	17.0936	0.0054	115000	16.8673	0.0040	16.9165	0.0099	115000	16.7964	0.0046	16.8558	0.0017	115000	16.7445	0.0080	16.8136	0.0244	115000
001.12847639000	+09.91102024000	VizieR	001.128476390	+09.911020240	119890011284753777	503635968	60	0.0161	0.0285	55899.916180560	5	64	18.8101	0.0059	18.8996	0.0188	115000	17.6618	0.0069	17.7288	0.0044	115000	17.1205	0.0112	17.1989	0.0190	115000	16.8753	0.0052	16.9347	0.0085	115000	16.7138	0.0088	16.7888	0.0150	115000
001.17683886000	+09.93844569000	VizieR	001.176838860	+09.938445690	119920011768776653	436527104	52	0.0738	0.0676	55789.857256940	3	7	 	 	 	 	16416	 	 	 	 	16416	21.7701	0.0334	21.9959	0.1961	115000	21.2056	0.0193	21.2059	0.1285	115000	 	 	 	 	114720
001.16438246000	+09.92807846000	VizieR	001.164382460	+09.928078460	119910011644164156	436527104	52	0.2740	0.0706	55614.347754630	4	8	 	 	 	 	114720	22.1246	0.0631	22.0266	0.0610	115000	21.7965	0.0046	21.4279	0.0791	115000	 	 	 	 	114720	 	 	 	 	16416
001.16331419000	+09.93651922000	VizieR	001.163314190	+09.936519220	119920011632924372	436527104	52	0.0256	0.0283	55839.127569440	5	39	21.0980	0.0355	21.1520	0.0747	115000	20.6872	0.0193	20.7907	0.0533	115000	20.5588	0.0220	20.6838	0.0465	115000	20.4536	0.0232	20.4097	0.0618	115000	 	 	 	 	114720
001.15858325000	+09.93750055000	VizieR	001.158583250	+09.937500550	119920011585695550	444915712	53	0.0125	0.0111	55885.957789350	5	58	21.3103	0.0526	21.0785	0.0800	16892216	20.3845	0.0372	19.8336	0.0159	16892216	19.8423	0.0328	19.4030	0.0378	16892216	19.6320	0.0246	18.9958	0.0245	16892216	19.2807	0.0797	18.6165	0.0863	16892216
001.15692665000	+09.92956139000	VizieR	001.156926650	+09.929561390	119910011569186086	436281344	52	0.1010	0.1010	55475.435034720	3	3	 	 	 	 	16416	21.7639	0.1820	21.4727	0.2319	115000	21.9892	0.0050	 	 	114992	 	 	 	 	114720	 	 	 	 	16416
001.15486861000	+09.94131752000	VizieR	001.154868610	+09.941317520	119930011548620140	503635968	60	0.0088	0.0203	55905.120752310	5	57	20.9353	0.0395	20.6312	0.0529	115000	19.7833	0.0112	19.8229	0.0200	115000	18.5639	0.0035	18.6325	0.0175	115000	17.9638	0.0089	18.0578	0.0183	115000	17.6441	0.0088	17.7261	0.0249	115000
001.16122800000	+09.93537479000	VizieR	001.161228000	+09.935374790	119920011611783043	444915712	53	0.0207	0.0219	55825.002696760	5	32	 	 	 	 	114720	21.3742	0.0545	21.1020	0.1298	16892216	20.8204	0.0417	20.5298	0.0467	16892216	20.4429	0.1431	20.1795	0.0192	16892216	19.8154	0.1912	 	 	115000
001.16487398000	+09.94369664000	VizieR	001.164873980	+09.943696640	119930011649202916	436527104	52	0.0183	0.0187	55826.726122690	4	34	 	 	 	 	16416	21.6642	0.0652	21.7076	0.0654	115000	20.7545	0.0559	20.8050	0.1332	115000	20.1870	0.0492	20.2130	0.0903	115000	19.7293	0.1417	19.0074	0.0959	16892216
001.12244071000	+09.92530722000	VizieR	001.122440710	+09.925307220	119910011222830818	302067712	36	0.1023	0.1023	56562.942824070	0	4	21.8153	0.1784	21.5888	0.1523	4120	21.3853	0.1589	20.9644	0.1710	16777496	20.8931	0.1324	20.4588	0.1713	16777496	 	 	 	 	0	 	 	 	 	0
001.11824573000	+09.94560911000	VizieR	001.118245730	+09.945609110	119930011181745262	436281344	52	0.0872	0.0872	55471.237511570	3	4	 	 	 	 	16416	21.7591	0.1948	21.6437	0.2938	115000	21.9763	0.0476	22.2100	0.2320	115000	 	 	 	 	114720	 	 	 	 	16416
001.12888150000	+09.93649744000	VizieR	001.128881500	+09.936497440	119920011288214310	444751872	53	0.0847	0.0847	55594.207129630	3	4	 	 	 	 	16416	21.9973	0.0033	21.2059	0.1952	16892216	21.6738	0.2700	21.2753	0.2734	114992	 	 	 	 	114720	 	 	 	 	16416
001.13150247000	+09.92866519000	VizieR	001.131502470	+09.928665190	119910011314664922	436527104	52	0.0187	0.0191	55889.452465280	4	35	 	 	 	 	16416	21.6194	0.0738	21.7536	0.1149	115000	20.8691	0.0581	20.9947	0.0711	115000	20.3539	0.0503	20.4620	0.1015	115000	19.7247	0.1321	 	 	115000
001.12157451000	+09.94983378000	VizieR	001.121574510	+09.949833780	119940011216800568	310697984	37	0.5192	0.1738	55782.979212960	0	14	20.3443	0.0499	19.5299	0.1633	16777496	19.8265	0.0155	19.1551	0.0323	16777496	19.4822	0.0203	18.7343	0.0181	16777496	19.3329	0.0131	18.6929	0.0414	16777496	 	 	 	 	0
001.11273985000	+09.93618903000	VizieR	001.112739850	+09.936189030	119920011127624030	436527104	52	0.0199	0.0220	55966.172118060	5	38	 	 	 	 	114720	21.4528	0.0318	21.1304	0.0591	16892216	20.9779	0.0566	20.9927	0.1227	115000	20.5155	0.0293	20.3175	0.0695	115000	19.8564	0.0591	19.5774	0.2041	115000
001.13659053000	+09.93884917000	VizieR	001.136590530	+09.938849170	119920011366267148	436527104	52	0.0890	0.0751	55634.019479170	4	10	 	 	 	 	16416	22.2155	0.0035	22.1855	0.2546	115000	21.6073	0.1568	 	 	115000	21.1764	0.1842	 	 	115000	 	 	 	 	114720
001.12418718000	+09.91963815000	VizieR	001.124187180	+09.919638150	119900011241424089	310456320	37	0.0745	0.0745	55587.886631940	0	3	 	 	 	 	0	20.9221	0.1829	20.4059	0.2114	16777488	21.1149	0.0801	20.5223	0.1077	16777496	 	 	 	 	0	 	 	 	 	0
001.12450075000	+09.91977198000	VizieR	001.124500750	+09.919771980	119900011244874264	444915712	53	0.0173	0.0102	55788.095949070	5	53	20.9400	0.0226	20.5852	0.0538	16892216	20.5162	0.0261	19.9647	0.0579	16892216	20.3784	0.0511	19.7406	0.0503	16892216	19.8705	0.0416	19.4729	0.0181	16892216	19.5053	0.2048	18.9425	0.1351	16892216
001.12508709000	+09.94046511000	VizieR	001.125087090	+09.940465110	119920011250969121	444915712	53	0.0141	0.0162	55974.472280090	5	59	21.7463	0.0652	21.2235	0.0607	16892216	20.2549	0.0225	19.8013	0.0443	16892216	19.5887	0.0225	19.0648	0.0335	16892216	19.3236	0.0281	18.8705	0.0689	16892216	18.9755	0.0481	18.3851	0.0604	16892216
001.11404300000	+09.93179202000	VizieR	001.114043000	+09.931792020	119910011140228663	436281344	52	0.1048	0.1048	55602.712060190	3	4	 	 	 	 	16416	 	 	 	 	114720	21.8810	0.2079	22.1505	0.1114	115000	 	 	 	 	114720	 	 	 	 	16416
001.12138881000	+09.94977457000	VizieR	001.121388810	+09.949774570	119940011213930260	444915712	53	0.0109	0.0126	55931.724826390	5	48	20.1936	0.0294	19.5694	0.0183	16892216	19.8285	0.0407	19.0982	0.0313	16892216	19.2790	0.0441	18.6757	0.0397	16892216	19.2929	0.0551	18.5591	0.0352	16892216	19.1217	0.0583	18.4006	0.0404	16892216
001.11881048000	+09.92232108000	VizieR	001.118810480	+09.922321080	119900011188057337	436363264	52	0.0755	0.0755	55941.197847220	2	5	 	 	 	 	16416	 	 	 	 	16416	21.5511	0.1436	22.0180	0.0816	115000	21.1339	0.1697	 	 	115000	 	 	 	 	16416
001.11767559000	+09.94923620000	VizieR	001.117675590	+09.949236200	119930011176819636	503635968	60	0.0089	0.0119	55844.105115740	5	61	20.1161	0.0100	20.1764	0.0192	115000	18.8444	0.0091	18.9194	0.0139	115000	17.7560	0.0077	17.8333	0.0037	115000	17.2716	0.0055	17.3076	0.0010	115000	17.0159	0.0064	17.1073	0.0149	115000
001.12471046000	+09.94410750000	VizieR	001.124710460	+09.944107500	119930011247013466	436527104	52	0.0306	0.0313	55917.946215280	5	20	 	 	 	 	114720	21.9404	0.2019	21.7924	0.0330	115000	21.2944	0.0555	21.7149	0.0623	115000	20.7795	0.0349	20.7817	0.1162	115000	 	 	 	 	114720
001.10459472000	+09.93332395000	VizieR	001.104594720	+09.933323950	119920011045410491	444915712	53	0.0178	0.0182	55882.892916670	5	37	21.6685	0.1424	21.2951	0.1659	16892472	21.6441	0.0583	21.1791	0.1139	16892216	20.7793	0.0786	20.3464	0.1052	16892216	20.4037	0.0358	20.2054	0.0583	115000	 	 	 	 	114720
001.13147178000	+09.94421773000	VizieR	001.131471780	+09.944217730	119930011314913554	436527104	52	0.0361	0.0597	55726.072395830	5	19	 	 	 	 	114720	21.5552	0.1184	21.2019	0.0958	115000	21.6040	0.0512	21.2571	0.1931	16892216	21.0975	0.0392	20.9720	0.1876	115000	 	 	 	 	114720
001.13724186000	+09.93027337000	VizieR	001.137241860	+09.930273370	119910011372006841	436527104	52	0.0624	0.0481	55704.008541670	3	13	 	 	 	 	16416	21.8683	0.0783	21.7069	0.3235	115000	21.4330	0.0529	21.1257	0.0918	115000	21.1481	0.0853	20.7696	0.0315	115000	 	 	 	 	16416
001.11942513000	+09.94676658000	VizieR	001.119425130	+09.946766580	119930011194396624	444915712	53	0.0510	0.0285	55765.683275460	5	34	21.6805	0.1279	21.1811	0.1447	16892216	21.3130	0.0383	20.7716	0.0773	16892216	21.1209	0.0963	20.6783	0.0412	16892216	20.5083	0.2763	19.9745	0.1019	16892216	19.4887	0.1716	19.4741	0.2747	115000
001.12535888000	+09.94679642000	VizieR	001.125358880	+09.946796420	119930011253916745	444915712	53	0.0122	0.0127	55974.338900460	5	52	22.0643	0.0023	 	 	115000	20.6751	0.0186	20.3499	0.0408	16892216	19.9953	0.0398	19.5622	0.0248	16892216	19.6673	0.0412	19.2382	0.0459	16892216	19.3369	0.0318	19.0404	0.0493	16892216
001.15166056000	+09.95385565000	VizieR	001.151660560	+09.953855650	119940011516625182	310456320	37	0.0629	0.0629	55895.198368060	0	3	 	 	 	 	0	 	 	 	 	0	19.9320	0.0515	 	 	4112	19.8214	0.0611	19.1016	0.0467	16778256	18.6054	0.0777	18.1591	0.0714	16781328
001.15511328000	+09.95414390000	VizieR	001.155113280	+09.954143900	119940011551065519	276901888	33	0.0201	0.0201	55859.289826390	0	4	13.1904	0.0026	16.7476	0.0045	16781336	14.3383	0.0013	12.8197	0.0010	16777240	 	 	 	 	0	14.5353	0.0025	13.0132	0.0013	16777232	 	 	 	 	0
001.12773143000	+09.95742392000	VizieR	001.127731430	+09.957423920	119940011276639743	302067712	36	0.1940	0.1940	56914.405613430	0	3	 	 	 	 	0	 	 	 	 	0	21.6407	0.1934	21.5609	0.3113	16777496	 	 	 	 	0	 	 	 	 	0
001.15439908000	+09.95441272000	VizieR	001.154399080	+09.954412720	119940011546125974	1409605632	168	0.2212	0.0661	55139.973020830	5	57	10.6520	 	 	 	114788	10.3750	 	 	 	114788	10.3030	 	 	 	114788	10.3070	 	 	 	114788	10.3170	 	 	 	114788
001.13471978000	+09.96493768000	VizieR	001.134719780	+09.964937680	119950011348358496	436527104	52	0.0440	0.0428	55888.532962960	4	19	 	 	 	 	16416	 	 	 	 	114720	21.3972	0.0677	21.3283	0.1980	115000	20.7902	0.0554	20.9498	0.0909	115000	20.0622	0.1509	19.9511	0.2455	115000
001.15532220000	+09.96066805000	VizieR	001.155322200	+09.960668050	119950011552853179	268959744	32	0.1101	0.1101	55823.393194440	0	3	 	 	 	 	0	21.7913	0.2586	 	 	4120	21.2651	0.0570	 	 	4120	 	 	 	 	0	 	 	 	 	0
001.12907777000	+09.95556217000	VizieR	001.129077770	+09.955562170	119940011291677182	436527104	52	0.0376	0.0343	56006.247407410	4	18	 	 	 	 	16416	21.7070	0.1857	21.5627	0.2430	115000	21.1322	0.0508	20.9378	0.1603	115000	20.6679	0.0886	20.1550	0.1443	16892216	20.2121	0.1835	19.5343	0.1982	16892216
001.12891006000	+09.95562076000	VizieR	001.128910060	+09.955620760	119940011288057360	302067712	36	0.1179	0.1179	55916.449259260	0	3	 	 	 	 	0	 	 	 	 	0	21.4013	0.2103	 	 	4112	20.9527	0.3697	 	 	280	 	 	 	 	0
001.15267249000	+09.95544500000	VizieR	001.152672490	+09.955445000	119940011526846952	277348352	33	0.0187	0.0187	56542.001342590	0	3	19.2480	0.0088	 	 	16781336	 	 	 	 	0	 	 	 	 	0	20.1013	0.1026	 	 	4120	 	 	 	 	0
001.14737478000	+09.95057828000	VizieR	001.147374780	+09.950578280	119940011473391226	310452224	37	0.1056	0.1056	55860.539618060	0	3	22.0893	0.1881	21.0785	0.1830	280	22.1222	0.0059	21.1521	0.2698	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
001.15153206000	+09.94970596000	VizieR	001.151532060	+09.949705960	119940011515320203	503635968	60	0.0037	0.0033	55926.025092590	5	62	18.0437	0.0102	18.0424	0.0127	115000	17.1840	0.0048	17.1692	0.0060	115000	16.8008	0.0021	16.7923	0.0198	115000	16.6198	0.0033	16.5224	0.0673	115000	16.4713	0.0064	16.4639	0.0212	115000
001.15665199000	+09.95470291000	VizieR	001.156651990	+09.954702910	119940011566506280	310456320	37	0.0111	0.0111	55824.829363430	0	3	18.6256	0.0169	 	 	16778264	 	 	 	 	0	18.0840	0.0546	 	 	16778264	 	 	 	 	0	 	 	 	 	0
001.13455413000	+09.94186290000	VizieR	001.134554130	+09.941862900	119930011345860810	436527104	52	0.0424	0.0886	55908.916747690	5	63	21.7358	0.0932	21.7224	0.2688	115000	20.5315	0.0204	20.5737	0.0587	115000	19.9812	0.0117	20.1410	0.0303	115000	19.6615	0.0335	19.7880	0.0795	115000	19.4669	0.0445	19.7234	0.0939	115000
001.22599026000	+09.92968266000	VizieR	001.225990260	+09.929682660	119910012259466148	436527104	52	0.0853	0.1022	55891.946585650	8	8	 	 	 	 	16416	21.7908	0.1865	22.1227	0.2997	118832	21.6893	0.1720	 	 	115000	 	 	 	 	114720	 	 	 	 	114720
001.23029872000	+09.92104098000	VizieR	001.230298720	+09.921040980	119900012302725790	444915712	53	0.0075	0.0089	56080.418831020	10	56	21.3018	0.0581	20.9343	0.1051	16892216	20.2951	0.0336	19.9298	0.0472	16892216	19.7553	0.0213	19.4697	0.0240	16892216	19.5664	0.0228	19.2092	0.0486	16892216	19.3677	0.0392	18.8350	0.0437	16892216
001.21841115000	+09.91068347000	VizieR	001.218411150	+09.910683470	119890012183083540	436527104	52	0.0058	0.0165	56103.037175930	10	57	21.2678	0.0627	21.3748	0.1142	115000	20.0064	0.0200	20.1038	0.0153	115000	17.7388	0.0063	17.8487	0.0104	115000	16.7199	0.0041	16.7804	0.0063	115000	16.1694	0.0052	16.2355	0.0109	115000
001.22596809000	+09.91481496000	VizieR	001.225968090	+09.914814960	119890012259288361	444915712	53	0.0143	0.0148	56179.357858800	10	47	21.9099	0.0258	20.2686	0.0000	16892216	21.1736	0.0429	20.6217	0.0436	16892216	20.0321	0.0405	19.3719	0.0501	16892216	19.7458	0.0544	18.9900	0.0543	16892216	19.3971	0.0398	18.7082	0.0547	16892216
001.22087921000	+09.92411330000	VizieR	001.220879210	+09.924113300	119900012208049488	436527104	52	0.0791	0.0731	56094.487789350	8	8	 	 	 	 	16416	21.6545	0.1797	22.0463	0.2889	118840	21.4372	0.2285	21.4893	0.0995	115000	 	 	 	 	114720	 	 	 	 	114720
