_RAJ2000	_DEJ2000	_V	RAJ2000	DEJ2000	objID	f_objID	Qual	e_RAJ2000	e_DEJ2000	Epoch	Ns	Nd	gmag	e_gmag	gKmag	e_gKmag	gFlags	rmag	e_rmag	rKmag	e_rKmag	rFlags	imag	e_imag	iKmag	e_iKmag	iFlags	zmag	e_zmag	zKmag	e_zKmag	zFlags	ymag	e_ymag	yKmag	e_yKmag	yFlags
000.88231607000	+10.06458810000	VizieR	000.882316070	+10.064588100	120070008823837967	268959744	32	0.0262	0.0262	55561.961990740	0	3	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0	20.4045	0.1677	 	 	4112	17.2922	0.0000	 	 	4112
000.87795018000	+10.06579573000	VizieR	000.877950180	+10.065795730	120070008779289443	444915712	53	0.0355	0.0386	56101.475995370	4	28	 	 	 	 	16416	21.9474	0.0854	21.5641	0.1917	115000	21.1601	0.0305	20.5472	0.0834	16892216	20.8307	0.0667	20.1805	0.0934	16892216	 	 	 	 	114720
000.86737640000	+10.07609574000	VizieR	000.867376400	+10.076095740	120090008673401824	310456320	37	0.0426	0.0426	56590.418043980	0	3	 	 	 	 	0	23.3956	0.0010	 	 	280	19.5694	0.0399	19.0612	0.0512	16777240	 	 	 	 	0	 	 	 	 	0
000.86894828000	+10.07693592000	VizieR	000.868948280	+10.076935920	120090008689482803	302514176	36	 	 	 	0	3	 	 	 	 	0	23.9771	0.2283	18.2501	0.0215	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.87277880000	+10.06889232000	VizieR	000.872778800	+10.068892320	120080008727203208	444915712	53	0.0208	0.0234	55915.837997690	5	66	20.9981	0.0697	20.4239	0.0418	16892216	20.6564	0.0375	19.9083	0.0249	16892216	20.3713	0.0771	19.5760	0.0329	16892216	20.1810	0.0798	19.3036	0.0506	16892216	20.0090	0.1116	19.7449	0.0805	115000
000.86500786000	+10.06535908000	VizieR	000.865007860	+10.065359080	120070008648789218	444915712	53	0.0111	0.0109	55995.580347220	5	58	 	 	 	 	114720	20.8432	0.0350	20.4420	0.0446	16892216	20.1381	0.0483	19.7348	0.0472	16892216	19.9513	0.0401	19.5374	0.0401	16892216	19.3896	0.0703	19.0138	0.1149	16892216
000.87470984000	+10.06121091000	VizieR	000.874709840	+10.061210910	120070008746743947	512024576	61	0.0041	0.0054	55992.828078700	5	78	20.2302	0.0467	19.2317	0.0225	16892216	19.1660	0.0298	18.1465	0.0152	16892216	18.8162	0.0267	17.5863	0.0107	16892216	18.4858	0.0401	17.3346	0.0225	16892216	18.0231	0.0659	17.3646	0.0885	16892216
000.87389649000	+10.07858564000	VizieR	000.873896490	+10.078585640	120090008739804787	302063616	36	0.0728	0.0728	55826.781203700	0	4	21.6091	0.0551	 	 	280	22.1483	0.1931	21.7953	0.2072	280	21.5431	0.1338	20.5613	0.1368	16777496	 	 	 	 	0	 	 	 	 	0
000.89839320000	+10.06562801000	VizieR	000.898393200	+10.065628010	120070008983459275	436527104	52	0.0291	0.0366	55973.481678240	5	25	21.8164	0.1787	21.7715	0.2597	115000	21.6390	0.0604	21.5427	0.1544	115000	21.4074	0.0399	21.5297	0.0417	115000	21.1628	0.0754	21.3433	0.0579	115000	 	 	 	 	114720
000.86945689000	+10.07590944000	VizieR	000.869456890	+10.075909440	120090008694761934	302067712	36	0.0980	0.0980	55482.978101850	0	3	 	 	 	 	0	24.4888	0.0000	21.4817	0.2522	280	21.5633	0.1222	21.1603	0.1722	16777488	 	 	 	 	0	 	 	 	 	0
000.87415760000	+10.05607300000	VizieR	000.874157600	+10.056073000	120060008741067745	444915712	53	0.0115	0.0114	56062.135428240	5	56	21.6422	0.1884	21.3438	0.2246	16892216	20.8032	0.0364	20.7316	0.0597	16892216	20.2371	0.0319	20.0324	0.0295	16892216	19.8970	0.0557	19.7003	0.0635	16892216	19.7075	0.0660	19.5268	0.1238	115000
000.88041184000	+10.05733323000	VizieR	000.880411840	+10.057333230	120060008803329349	503635968	60	0.0060	0.0038	55972.155717590	5	88	18.3902	0.0088	18.4616	0.0097	115000	17.1481	0.0029	17.2045	0.0028	115000	16.2423	0.0047	16.2964	0.0053	115000	15.8194	0.0031	15.8635	0.0063	115000	15.6046	0.0042	15.6762	0.0069	115000
000.88557010000	+10.06810812000	VizieR	000.885570100	+10.068108120	120080008854612285	310534144	37	0.0527	0.0527	56101.938287040	0	7	21.1703	0.2017	20.4625	0.1821	16777496	19.1994	0.0000	18.3343	0.0000	16777488	 	 	 	 	0	20.4312	0.0355	20.1708	0.0212	4112	19.1838	0.1279	18.2758	0.1117	16777488
000.87765903000	+10.06345720000	VizieR	000.877659030	+10.063457200	120070008776226641	436527104	52	0.0367	0.0370	56071.244039350	4	16	 	 	 	 	16416	 	 	 	 	114720	21.4623	0.0874	21.6402	0.0961	115000	20.7861	0.0455	20.8749	0.0862	115000	20.1680	0.1921	20.1487	0.2766	16892216
000.87300385000	+10.08024126000	VizieR	000.873003850	+10.080241260	120090008729636777	436527104	52	0.0222	0.0113	55859.957013890	5	67	20.8775	0.0240	20.9897	0.0303	115000	20.5005	0.0122	20.6914	0.0421	115000	20.2707	0.0209	20.4247	0.0195	115000	20.2127	0.0226	20.3284	0.1152	115000	20.0520	0.1031	20.0408	0.1369	115000
000.86533065000	+10.06844579000	VizieR	000.865330650	+10.068445790	120080008652782632	436527104	52	0.0454	0.0450	56115.958009260	5	76	21.5760	0.0758	21.9049	0.1418	115000	20.3875	0.0137	20.5771	0.0392	115000	19.0031	0.0156	19.0921	0.0228	115000	18.3344	0.0150	18.4287	0.0230	115000	18.0218	0.0141	18.0724	0.0274	115000
000.87922614000	+10.06292245000	VizieR	000.879226140	+10.062922450	120070008791496052	444915712	53	0.0172	0.0169	55996.378333330	5	73	21.2729	0.0726	20.5375	0.0489	16892216	20.5503	0.0410	19.7417	0.0260	16892216	20.2560	0.0592	19.2649	0.0258	16892216	20.0084	0.0469	18.9779	0.0704	16892216	19.6004	0.1116	18.8580	0.0545	16892216
000.89667875000	+10.09945822000	VizieR	000.896678750	+10.099458220	120110008966739806	268959744	32	0.1525	0.1525	55090.505636570	0	3	 	 	 	 	0	21.3197	0.1518	 	 	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91170711000	+10.08645955000	VizieR	000.911707110	+10.086459550	120100009118534030	268959744	32	0.1456	0.1456	55406.172430560	0	4	 	 	 	 	0	22.6793	0.3281	18.5579	0.1351	4120	21.7623	0.1617	21.4981	0.1297	16781328	 	 	 	 	0	 	 	 	 	0
000.90115590000	+10.07794949000	VizieR	000.901155900	+10.077949490	120090009011554019	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	19.0138	0.1419	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90048207000	+10.07840639000	VizieR	000.900482070	+10.078406390	120090009004824568	302514176	36	 	 	 	0	4	 	 	 	 	0	26.1323	 	18.7172	0.0319	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90047762000	+10.07940766000	VizieR	000.900477620	+10.079407660	120090009004775769	302514176	36	 	 	 	0	4	 	 	 	 	0	25.3118	 	18.4149	0.0800	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90045609000	+10.08462277000	VizieR	000.900456090	+10.084622770	120100009004562027	302514176	36	 	 	 	0	5	 	 	 	 	0	23.8560	0.0709	18.3765	0.0273	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91554465000	+10.08753868000	VizieR	000.915544650	+10.087538680	120100009155445526	302514176	36	 	 	 	0	3	 	 	 	 	0	23.2879	0.0010	18.4197	0.0241	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91608976000	+10.08787587000	VizieR	000.916089760	+10.087875870	120100009160895931	302514176	36	 	 	 	0	3	 	 	 	 	0	25.7968	 	18.3978	0.0741	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91609139000	+10.08750613000	VizieR	000.916091390	+10.087506130	120100009160915487	302514176	36	 	 	 	0	5	 	 	 	 	0	24.4988	0.0010	18.2977	0.0286	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91994095000	+10.08677190000	VizieR	000.919940950	+10.086771900	120100009199404606	302514176	36	 	 	 	0	3	 	 	 	 	0	24.0203	 	18.6897	0.1268	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90045959000	+10.08378899000	VizieR	000.900459590	+10.083788990	120100009004591027	302514176	36	 	 	 	0	4	 	 	 	 	0	23.6390	 	18.5966	0.0585	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90910079000	+10.08432505000	VizieR	000.909100790	+10.084325050	120100009091001670	302514176	36	 	 	 	0	3	 	 	 	 	0	25.2781	 	18.5984	0.0742	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91761311000	+10.09054721000	VizieR	000.917613110	+10.090547210	120100009176139137	302514176	36	 	 	 	0	6	 	 	 	 	0	25.2948	 	18.5898	0.0235	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91224598000	+10.08618542000	VizieR	000.912245980	+10.086185420	120100009122453902	302514176	36	 	 	 	0	4	 	 	 	 	0	25.2697	0.3925	18.5400	0.1549	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.92102259000	+10.08573506000	VizieR	000.921022590	+10.085735060	120100009210013417	310456320	37	0.1483	0.1483	55094.544965280	0	7	 	 	 	 	0	25.8131	0.2185	18.3801	0.0249	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91533999000	+10.08755216000	VizieR	000.915339990	+10.087552160	120100009153395543	302514176	36	 	 	 	0	3	 	 	 	 	0	24.4027	0.0864	18.4846	0.0157	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90853801000	+10.08208567000	VizieR	000.908538010	+10.082085670	120090009084008800	277348352	33	0.1306	0.1306	55477.339062500	0	4	21.1724	0.1298	20.1938	0.0822	16781336	 	 	18.4604	0.0333	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.88457296000	+10.08940321000	VizieR	000.884572960	+10.089403210	120100008845567748	444915712	53	0.0284	0.0296	55764.927453700	5	27	22.1220	0.1539	21.4924	0.1782	16892216	21.6532	0.0442	21.3698	0.1000	115000	21.3276	0.0799	21.0741	0.0345	16892216	21.0686	0.1647	21.0684	0.2385	16892216	 	 	 	 	114720
000.89199514000	+10.09208078000	VizieR	000.891995140	+10.092080780	120110008919680990	512024576	61	0.0054	0.0052	55914.340243060	5	79	19.8099	0.0485	19.1635	0.0306	16892216	18.7303	0.0252	17.9487	0.0381	16892216	18.4519	0.0345	17.3821	0.0204	16892216	18.1024	0.0190	17.0284	0.0056	16892216	17.8883	0.0243	16.9879	0.0324	16892216
000.90049840000	+10.08272499000	VizieR	000.900498400	+10.082724990	120090009003769762	302067712	36	0.1923	0.1923	55895.211909720	0	5	 	 	 	 	0	24.3191	0.3572	18.4355	0.0898	280	 	 	 	 	0	21.0346	0.1917	21.1621	0.3269	272	 	 	 	 	0
000.90955322000	+10.08084551000	VizieR	000.909553220	+10.080845510	120090009097177622	268513280	32	0.0216	0.0216	55836.507824070	0	3	18.0363	0.0156	19.0576	0.0516	16	 	 	18.5745	0.1237	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.89692410000	+10.07818144000	VizieR	000.896924100	+10.078181440	120090008971074133	268959744	32	1.7037	1.7037	55878.374942130	0	3	 	 	 	 	0	 	 	18.7862	0.0898	24	 	 	 	 	0	 	 	 	 	0	22.5904	 	 	 	4120
000.89411033000	+10.08115649000	VizieR	000.894110330	+10.081156490	120090008941297886	268959744	32	2.9745	2.9745	55094.535694440	0	3	 	 	 	 	0	23.9733	0.2143	17.8486	0.0621	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90953298000	+10.08237270000	VizieR	000.909532980	+10.082372700	120090009095329327	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.8281	0.1683	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90021619000	+10.08272264000	VizieR	000.900216190	+10.082722640	120090009002169747	302514176	36	 	 	 	0	3	 	 	 	 	0	23.5765	0.0010	18.4192	0.0806	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91146322000	+10.08225291000	VizieR	000.911463220	+10.082252910	120090009114639183	302514176	36	 	 	 	0	3	 	 	 	 	0	23.9210	0.0010	18.7899	0.2548	536	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91174405000	+10.08196940000	VizieR	000.911744050	+10.081969400	120090009118039245	310902784	37	0.1772	0.1772	55482.319918980	0	5	 	 	 	 	0	24.9579	 	18.8939	0.0440	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.92084592000	+10.08682556000	VizieR	000.920845920	+10.086825560	120100009208454671	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.9337	0.1605	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91992034000	+10.08578095000	VizieR	000.919920340	+10.085780950	120100009199203417	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.9286	0.1543	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90141432000	+10.08122890000	VizieR	000.901414320	+10.081228900	120090009013717979	302067712	36	0.0216	0.0216	55402.506435190	0	3	 	 	 	 	0	25.5357	0.0010	18.4014	0.0606	280	 	 	 	 	0	 	 	 	 	0	16.7382	0.0156	17.0973	0.0276	24
000.90046817000	+10.08129438000	VizieR	000.900468170	+10.081294380	120090009004688033	302514176	36	 	 	 	0	3	 	 	 	 	0	24.4353	0.0010	18.0741	0.0872	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90952930000	+10.08191260000	VizieR	000.909529300	+10.081912600	120090009095298775	302514176	36	 	 	 	0	3	 	 	 	 	0	24.2137	0.0010	18.7015	0.0676	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.89361090000	+10.08113658000	VizieR	000.893610900	+10.081136580	120090008936138015	302067712	36	0.0426	0.0426	55878.374942130	0	3	 	 	 	 	0	 	 	17.8252	0.0621	24	 	 	 	 	0	 	 	 	 	0	18.9905	0.0398	20.1101	0.1870	536
000.89947468000	+10.08924818000	VizieR	000.899474680	+10.089248180	120100008994387509	268959744	32	0.0532	0.0532	55704.044780090	0	3	 	 	 	 	0	21.0545	0.0682	20.7759	0.0655	16781336	20.8443	0.1285	 	 	4112	 	 	 	 	0	 	 	 	 	0
000.89848250000	+10.09416438000	VizieR	000.898482500	+10.094164380	120110008984953381	310452224	37	0.0691	0.0691	55857.122071760	0	5	 	 	 	 	0	21.8599	0.1624	21.3111	0.1923	16777496	21.6768	0.1511	20.4051	0.1197	16777496	 	 	 	 	0	20.0633	0.0869	18.3277	0.0499	16777752
000.91170720000	+10.09296707000	VizieR	000.911707200	+10.092967070	120110009116852079	436363264	52	0.0791	0.0791	56009.883298610	4	5	 	 	 	 	16416	 	 	 	 	114720	21.8498	0.0348	21.5045	0.2469	115000	21.2077	0.1908	21.2963	0.3248	115000	 	 	 	 	114720
000.90094235000	+10.07840482000	VizieR	000.900942350	+10.078404820	120090009009424566	268959744	32	 	 	 	0	4	 	 	 	 	0	 	 	18.4211	0.0852	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91645499000	+10.08103611000	VizieR	000.916454990	+10.081036110	120090009164217736	444915712	53	0.0127	0.0127	55975.116539350	5	68	20.9689	0.0792	20.3101	0.0515	16892216	20.3609	0.0281	19.5343	0.0352	16892216	19.9651	0.0583	19.0629	0.0227	16892216	19.7900	0.0199	18.8520	0.0246	16892216	19.4172	0.0732	18.6407	0.0774	16892216
000.89715909000	+10.10176336000	VizieR	000.897159090	+10.101763360	120120008971212608	302067712	36	0.2508	0.2508	56222.347800930	0	3	 	 	 	 	0	 	 	 	 	24	22.0266	0.2503	 	 	272	 	 	 	 	0	 	 	 	 	0
000.89629125000	+10.08967956000	VizieR	000.896291250	+10.089679560	120100008962218130	268959744	32	0.1168	0.1168	56348.134907410	0	3	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0	21.2848	0.0798	 	 	4120	19.7946	0.1602	 	 	16781336
000.88268390000	+10.08607455000	VizieR	000.882683900	+10.086074550	120100008825793902	436527104	52	0.1142	0.2937	55993.281539350	4	11	 	 	 	 	16416	 	 	 	 	114720	21.7350	0.0705	21.5382	0.1324	115000	20.8779	0.1107	20.7540	0.1312	115000	20.2069	0.1734	19.3611	0.1890	16892216
000.90156912000	+10.09928425000	VizieR	000.901569120	+10.099284250	120110009015529664	310456320	37	0.1914	0.1914	55094.535694440	0	4	 	 	 	 	0	21.5355	0.1908	21.2988	0.2484	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90692525000	+10.09759015000	VizieR	000.906925250	+10.097590150	120110009068657589	436527104	52	0.0439	0.0418	56003.530578700	3	15	 	 	 	 	16416	 	 	 	 	16416	21.7384	0.0568	21.9371	0.1403	115000	20.8597	0.0742	21.0181	0.0988	115000	20.3741	0.1831	 	 	115000
000.90217475000	+10.08664500000	VizieR	000.902174750	+10.086645000	120100009022114475	436527104	52	0.0687	0.0659	55827.427013890	3	10	 	 	 	 	16416	 	 	 	 	114720	21.6981	0.0259	21.3315	0.1502	115000	20.8537	0.1651	20.5446	0.0375	115000	 	 	 	 	16416
000.90882494000	+10.09666240000	VizieR	000.908824940	+10.096662400	120110009086676359	436527104	52	0.0586	0.0609	55932.660590280	3	9	 	 	 	 	16416	 	 	19.0180	0.1899	114744	21.7012	0.0796	21.6903	0.1243	115000	 	 	 	 	114720	 	 	 	 	16416
000.91373141000	+10.08501535000	VizieR	000.913731410	+10.085015350	120100009135882662	302514176	36	0.1356	0.1356	56564.505381940	0	4	 	 	 	 	0	24.9617	0.0010	18.3736	0.1151	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.88423181000	+10.08764729000	VizieR	000.884231810	+10.087647290	120100008842285796	302063616	36	0.0846	0.0846	55505.835694440	0	4	 	 	 	 	0	21.7241	0.0715	21.0844	0.1969	16777496	22.1199	0.2306	 	 	4120	20.2757	0.1625	 	 	272	 	 	 	 	0
000.91973906000	+10.08676003000	VizieR	000.919739060	+10.086760030	120100009197394592	302514176	36	 	 	 	0	5	 	 	 	 	0	23.8589	 	18.7097	0.0615	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91608281000	+10.08834241000	VizieR	000.916082810	+10.088342410	120100009160826491	302514176	36	 	 	 	0	3	 	 	 	 	0	24.9621	 	18.3502	0.0834	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91609745000	+10.08980825000	VizieR	000.916097450	+10.089808250	120100009160978250	268959744	32	 	 	 	0	5	 	 	 	 	0	 	 	18.3655	0.0202	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91691496000	+10.08748945000	VizieR	000.916914960	+10.087489450	120100009169145467	302514176	36	 	 	 	0	4	 	 	 	 	0	23.7903	0.1403	18.1444	0.0555	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90045648000	+10.08442525000	VizieR	000.900456480	+10.084425250	120100009004561790	302514176	36	 	 	 	0	3	 	 	 	 	0	24.8871	 	18.5150	0.0776	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91994800000	+10.08734872000	VizieR	000.919948000	+10.087348720	120100009199475298	302514176	36	 	 	 	0	4	 	 	 	 	0	25.9969	0.3998	18.7402	0.0041	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90590916000	+10.08296715000	VizieR	000.905909160	+10.082967150	120100009059090040	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.2580	0.1295	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90605289000	+10.08336287000	VizieR	000.906052890	+10.083362870	120100009060440517	302514176	36	0.2917	0.2917	55482.296712960	0	4	 	 	 	 	0	24.4346	0.4923	18.1917	0.0424	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91595052000	+10.08751413000	VizieR	000.915950520	+10.087514130	120100009159505497	302514176	36	 	 	 	0	3	 	 	 	 	0	24.5772	0.2013	18.2922	0.0668	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91648773000	+10.08749850000	VizieR	000.916487730	+10.087498500	120100009164875478	302514176	36	 	 	 	0	5	 	 	 	 	0	23.9215	0.0756	18.2482	0.0403	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.92060712000	+10.08578616000	VizieR	000.920607120	+10.085786160	120100009206073423	268959744	32	 	 	 	0	4	 	 	 	 	0	 	 	18.2350	0.0183	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90297008000	+10.08463807000	VizieR	000.902970080	+10.084638070	120100009029702046	302514176	36	 	 	 	0	3	 	 	 	 	0	26.9625	0.0010	18.2175	0.0966	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90912640000	+10.08305648000	VizieR	000.909126400	+10.083056480	120100009091260148	302514176	36	 	 	 	0	3	 	 	 	 	0	25.7357	0.0010	18.8538	0.0433	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90951367000	+10.08302163000	VizieR	000.909513670	+10.083021630	120100009095130106	302514176	36	 	 	 	0	3	 	 	 	 	0	23.9697	0.0010	18.8101	0.0475	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91760937000	+10.09024885000	VizieR	000.917609370	+10.090248850	120100009176098779	302514176	36	 	 	 	0	3	 	 	 	 	0	23.9315	0.0010	18.4982	0.0035	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.89882756000	+10.09124756000	VizieR	000.898827560	+10.091247560	120100008989609937	444915712	53	0.0232	0.0204	55862.285949070	4	26	 	 	 	 	16416	20.3107	0.0978	19.5312	0.1804	16892216	19.7649	0.0399	18.7344	0.0237	16892216	19.3683	0.0277	18.5525	0.0652	16892216	19.1458	0.1002	18.1181	0.1241	16892216
000.89746503000	+10.09368758000	VizieR	000.897465030	+10.093687580	120110008973122788	444915712	53	0.0563	0.0631	56106.774236110	2	16	 	 	 	 	16416	21.6149	0.1017	20.8535	0.1089	16892216	21.3340	0.0772	20.2793	0.1829	16892216	20.6752	0.1476	 	 	16793912	 	 	 	 	16416
000.88750879000	+10.08470601000	VizieR	000.887508790	+10.084706010	120100008874542169	436527104	52	0.0564	0.0658	55602.449976850	4	9	 	 	 	 	114720	22.0376	0.0368	21.8718	0.0964	115000	21.9051	0.0359	21.7451	0.1410	115000	 	 	 	 	114720	 	 	 	 	16416
000.88436081000	+10.08755973000	VizieR	000.884360810	+10.087559730	120100008844575509	444915712	53	0.0771	0.1000	55915.449965280	5	29	 	 	 	 	114720	21.6672	0.0416	21.2544	0.0410	16892216	21.3348	0.0529	20.7254	0.0714	16892216	20.9413	0.0079	20.0369	0.1833	16892216	18.9655	0.0577	16.9247	0.0279	16892472
000.90511837000	+10.10120171000	VizieR	000.905118370	+10.101201710	120120009051562006	436527104	52	0.0526	0.0585	55905.413449070	5	27	 	 	 	 	114720	21.8178	0.1012	21.4440	0.0482	115000	21.4930	0.0235	21.2267	0.1439	16892216	21.0089	0.0354	20.5582	0.1567	115000	20.5596	0.3026	 	 	118840
000.89773493000	+10.09153490000	VizieR	000.897734930	+10.091534900	120110008977140340	512024576	61	0.0078	0.0101	55840.246840280	5	68	19.7767	0.0404	18.7788	0.0171	16892216	18.6855	0.0299	17.6336	0.0428	16892216	18.2428	0.0421	17.1125	0.0130	16892216	17.9440	0.0214	16.8678	0.0074	16892216	17.5708	0.0746	16.5586	0.0562	16892216
000.89747258000	+10.09146153000	VizieR	000.897472580	+10.091461530	120100008975629997	268959744	32	0.0218	0.0218	56550.899421300	0	3	20.3962	0.0732	 	 	4120	 	 	 	 	0	18.7899	0.0718	19.1363	0.0675	4112	 	 	 	 	0	 	 	 	 	0
000.91768644000	+10.08819879000	VizieR	000.917686440	+10.088198790	120100009175835934	268959744	32	0.2400	0.2400	55482.319918980	0	3	 	 	 	 	0	21.7694	0.2395	18.1004	0.0849	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.89604165000	+10.09556203000	VizieR	000.896041650	+10.095562030	120110008960355138	436527232	52	0.0104	0.0158	55870.669247690	5	65	21.5147	0.0659	21.4972	0.1072	115000	20.7703	0.0216	20.8788	0.0809	115000	20.4165	0.0132	20.5366	0.0594	115000	20.3219	0.0437	20.2332	0.1295	115000	20.0719	0.0620	19.9898	0.2130	16892216
000.89914861000	+10.08911886000	VizieR	000.899148610	+10.089118860	120100008991267464	444915712	53	0.0135	0.0180	55839.999189810	5	66	20.7419	0.0393	19.9827	0.0498	16892216	20.1885	0.0347	19.3164	0.0212	16892216	19.9292	0.0322	18.9002	0.0439	16892216	19.6280	0.0786	18.7169	0.0172	16892216	19.4142	0.0661	18.4461	0.0822	16892216
000.89466690000	+10.08658923000	VizieR	000.894666900	+10.086589230	120100008946514414	444915712	53	0.0110	0.0109	55772.310891200	5	69	21.2165	0.0262	20.7820	0.0930	16892216	20.4244	0.0267	19.9310	0.0312	16892216	20.0389	0.0354	19.7041	0.0563	16892216	19.9888	0.0399	19.4629	0.0591	16892216	19.6876	0.0531	19.0175	0.1108	16892216
000.89891489000	+10.08917581000	VizieR	000.898914890	+10.089175810	120100008988067590	310452224	37	0.0849	0.0849	56232.309756940	0	3	 	 	 	 	0	20.5115	0.1030	 	 	16777488	 	 	 	 	0	 	 	 	 	0	19.4053	0.1681	 	 	280
000.91125934000	+10.08434894000	VizieR	000.911259340	+10.084348940	120100009112601700	302514176	36	0.3206	0.3206	56564.509710650	0	5	 	 	 	 	0	24.8247	 	18.7027	0.1530	536	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.91155017000	+10.08169737000	VizieR	000.911550170	+10.081697370	120090009115508517	302514176	36	 	 	 	0	4	 	 	 	 	0	24.2900	0.0010	18.8456	0.1549	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90116010000	+10.07743734000	VizieR	000.901160100	+10.077437340	120090009011603405	302514176	36	 	 	 	0	4	 	 	 	 	0	24.7885	0.4468	19.4082	0.0643	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90096228000	+10.07745135000	VizieR	000.900962280	+10.077451350	120090009009623421	302514176	36	 	 	 	0	3	 	 	 	 	0	25.0747	0.4944	19.5283	0.0492	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90074622000	+10.07928377000	VizieR	000.900746220	+10.079283770	120090009007375609	302514176	36	0.2953	0.2953	56644.276689810	0	3	 	 	 	 	0	24.5654	0.3154	18.5722	0.0252	280	 	 	 	 	0	21.1166	0.2949	 	 	4120	 	 	 	 	0
000.88988069000	+10.08014385000	VizieR	000.889880690	+10.080143850	120090008898506665	377806848	45	0.0065	0.0055	55854.999155090	0	73	20.5830	0.0512	20.0706	0.0801	16777496	19.5212	0.0140	19.0319	0.0200	16777496	19.1285	0.0178	18.4148	0.0192	16777496	18.8562	0.0133	18.2038	0.0231	16777496	18.5821	0.0193	18.0514	0.0320	16777496
000.90554737000	+10.08291050000	VizieR	000.905547370	+10.082910500	120090009055479972	302514176	36	 	 	 	0	3	 	 	 	 	0	23.8119	0.0010	18.1675	0.0159	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.90912965000	+10.08237718000	VizieR	000.909129650	+10.082377180	120090009091299333	302514176	36	 	 	 	0	3	 	 	 	 	0	24.7450	0.0010	18.7393	0.2572	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
