_RAJ2000	_DEJ2000	_V	mode	q_mode	cl	SDSS8	m_SDSS8	Im	RA_ICRS	DE_ICRS	zsp	umag	e_umag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Q	ObsDate	objID
------------	------------	----------	-	----------	-	----------	----------	----------	----------	----------	--------	------	------	------	------	------	------	------	------	------	------	-	---------	-------------------
000.58230200	+10.32484000	VizieR	1	+	6	J000219.75+101929.4	 	Im	000.582302	+10.324840	 	20.741	0.061	18.079	0.006	16.580	0.006	15.659	0.005	15.150	0.006	3	2008.9968	1237679319089610847
000.56702800	+10.20827800	VizieR	1	+	6	J000216.08+101229.8	 	Im	000.567028	+10.208278	 	17.045	0.009	15.881	0.004	15.420	0.005	15.851	0.006	15.179	0.006	3	2008.9968	1237679319089610755
000.54957600	+10.27510900	VizieR	1	+	6	J000211.89+101630.3	 	Im	000.549576	+10.275109	 	19.505	0.029	17.279	0.005	16.304	0.005	15.930	0.006	15.730	0.007	3	2008.9968	1237679319089545383
000.53787900	+10.29309000	VizieR	1	+	6	J000209.09+101735.1	 	Im	000.537879	+10.293090	 	18.116	0.014	16.877	0.005	16.402	0.005	16.221	0.006	16.150	0.008	3	2008.9968	1237679319089545287
000.52991000	+10.28483400	VizieR	1	+	6	J000207.17+101705.4	 	Im	000.529910	+10.284834	 	18.250	0.015	17.023	0.005	16.551	0.006	16.379	0.006	16.306	0.009	3	2008.9968	1237679319089545285
000.52725400	+10.26018500	VizieR	1	+	6	J000206.54+101536.6	 	Im	000.527254	+10.260185	 	18.722	0.019	16.975	0.005	16.278	0.005	15.997	0.006	15.839	0.007	3	2008.9968	1237679319089545283
000.52074800	+10.20564900	VizieR	1	+	6	J000204.97+101220.3	 	Im	000.520748	+10.205649	 	19.723	0.032	17.337	0.005	16.359	0.006	15.995	0.006	15.796	0.007	3	2008.9968	1237679319089545362
000.51974400	+10.24486300	VizieR	1	+	6	J000204.73+101441.5	 	Im	000.519744	+10.244863	 	17.173	0.010	15.861	0.004	15.349	0.005	15.711	0.005	15.077	0.006	3	2008.9968	1237679319089545280
000.48788300	+10.20510600	VizieR	1	+	6	J000157.09+101218.3	 	Im	000.487883	+10.205106	 	19.426	0.027	17.051	0.005	16.003	0.005	15.619	0.006	15.390	0.007	3	2008.9968	1237679319089545343
000.55094800	+09.82361900	VizieR	1	+	6	J000212.22+094925.0	 	Im	000.550948	+09.823619	 	18.856	0.020	17.494	0.005	16.982	0.006	16.770	0.006	16.664	0.010	3	2008.9968	1237679318552674376
000.55049400	+09.79117600	VizieR	1	+	6	J000212.11+094728.2	 	Im	000.550494	+09.791176	 	17.769	0.012	16.311	0.004	15.726	0.006	15.490	0.006	15.355	0.006	3	2008.9968	1237679318552674373
000.53259200	+09.86940900	VizieR	1	+	6	J000207.82+095209.8	 	Im	000.532592	+09.869409	 	20.792	0.061	18.215	0.007	16.965	0.006	16.445	0.006	16.112	0.008	3	2008.9968	1237679318552674460
000.52799400	+09.79118100	VizieR	1	+	6	J000206.71+094728.2	 	Im	000.527994	+09.791181	 	20.278	0.043	17.899	0.006	16.758	0.006	16.279	0.006	15.987	0.008	3	2008.9968	1237679318552674456
000.51094600	+09.83409600	VizieR	1	+	6	J000202.62+095002.7	 	Im	000.510946	+09.834096	 	17.780	0.012	15.894	0.004	15.158	0.005	14.891	0.006	14.741	0.006	3	2008.9968	1237679318552674361
001.11685000	+10.49661000	VizieR	1	+	6	J000428.04+102947.8	 	Im	001.116850	+10.496610	 	20.836	0.097	18.144	0.007	16.668	0.004	15.392	0.004	14.726	0.005	3	2008.8359	1237678907319910503
001.05987900	+10.49146700	VizieR	1	+	6	J000414.37+102929.2	 	Im	001.059879	+10.491467	 	17.456	0.011	15.770	0.004	15.115	0.004	14.879	0.004	14.756	0.005	3	2008.8359	1237678907319844984
001.02686500	+10.50697800	VizieR	1	+	6	J000406.44+103025.1	 	Im	001.026865	+10.506978	 	17.280	0.010	15.826	0.004	15.267	0.004	15.060	0.004	14.966	0.005	3	2008.8359	1237678907319844960
001.02489300	+10.49918100	VizieR	1	+	6	J000405.97+102957.0	 	Im	001.024893	+10.499181	 	18.694	0.022	16.825	0.004	16.015	0.004	15.704	0.004	15.531	0.006	3	2008.8359	1237678907319844958
000.97131000	+10.50735900	VizieR	1	 	6	J000353.11+103026.4	 	Im	000.971310	+10.507359	 	17.807	0.015	15.699	0.004	15.423	0.012	14.181	0.004	13.881	0.004	3	2008.8359	1237678907319844940
001.33563200	+10.26159600	VizieR	1	+	6	J000520.55+101541.7	 	Im	001.335632	+10.261596	 	17.901	0.013	16.562	0.005	15.981	0.005	15.738	0.005	15.627	0.007	3	2008.9969	1237679319089938435
001.30717000	+10.31269900	VizieR	1	+	6	J000513.72+101845.7	 	Im	001.307170	+10.312699	 	17.345	0.010	15.994	0.004	15.541	0.005	15.381	0.005	15.327	0.006	3	2008.9968	1237679319089872958
001.29358900	+10.35471700	VizieR	1	+	6	J000510.46+102116.9	 	Im	001.293589	+10.354717	 	18.216	0.015	16.589	0.005	16.002	0.005	15.795	0.005	15.701	0.007	3	2008.9968	1237679319089872956
001.27120600	+10.35756100	VizieR	1	+	6	J000505.09+102127.2	 	Im	001.271206	+10.357561	 	18.438	0.016	16.319	0.005	15.539	0.005	15.769	0.006	15.100	0.006	3	2008.9968	1237679319089872953
001.24274300	+10.40548000	VizieR	1	+	6	J000458.25+102419.7	 	Im	001.242743	+10.405480	 	20.496	0.072	17.677	0.006	16.355	0.004	15.810	0.004	15.542	0.006	3	2008.8359	1237678907319976054
001.23535900	+10.37233500	VizieR	1	+	6	J000456.48+102220.4	 	Im	001.235359	+10.372335	 	18.522	0.017	17.140	0.005	16.623	0.005	16.434	0.006	16.332	0.009	3	2008.9968	1237679319089872914
001.22861400	+10.37206800	VizieR	1	+	6	J000454.86+102219.4	 	Im	001.228614	+10.372068	 	20.774	0.065	18.134	0.007	16.878	0.005	16.403	0.006	16.139	0.008	3	2008.9968	1237679319089873007
001.22791200	+10.32187700	VizieR	1	+	6	J000454.69+101918.7	 	Im	001.227912	+10.321877	 	19.099	0.024	17.370	0.005	16.742	0.005	16.522	0.006	16.410	0.009	3	2008.9968	1237679319089872912
001.17185900	+10.30904400	VizieR	1	+	6	J000441.24+101832.5	 	Im	001.171859	+10.309044	 	18.530	0.018	17.351	0.005	16.970	0.006	16.842	0.006	16.794	0.011	3	2008.9968	1237679319089872898
001.16885900	+10.26604600	VizieR	1	+	6	J000440.52+101557.7	 	Im	001.168859	+10.266046	 	20.557	0.055	17.785	0.006	16.315	0.005	15.500	0.005	15.062	0.006	3	2008.9968	1237679319089872966
001.16755700	+10.22818200	VizieR	1	+	6	J000440.21+101341.4	 	Im	001.167557	+10.228182	 	19.352	0.027	17.109	0.005	16.138	0.005	15.793	0.006	15.586	0.007	3	2008.9968	1237679319089872964
001.14909900	+09.60656200	VizieR	1	+	6	J000435.78+093623.6	 	Im	001.149099	+09.606562	 	21.114	0.126	18.409	0.007	16.897	0.005	15.951	0.005	15.428	0.006	3	2008.8359	1237678906246168660
000.92845500	+09.56464400	VizieR	1	+	6	J000342.82+093352.7	 	Im	000.928455	+09.564644	 	17.878	0.014	16.453	0.004	15.795	0.004	15.497	0.005	15.326	0.006	3	2008.8359	1237678906246037551
000.92663500	+09.60589400	VizieR	1	+	6	J000342.39+093621.2	 	Im	000.926635	+09.605894	 	20.620	0.080	17.671	0.005	16.244	0.004	15.610	0.005	15.245	0.006	3	2008.8359	1237678906246037660
000.89456100	+09.56695200	VizieR	1	+	6	J000334.69+093401.0	 	Im	000.894561	+09.566952	 	20.149	0.056	17.471	0.005	16.049	0.004	15.135	0.004	14.634	0.005	3	2008.8359	1237678906246037624
000.88220800	+09.58856800	VizieR	1	+	6	J000331.73+093518.8	 	Im	000.882208	+09.588568	 	19.934	0.049	17.462	0.005	16.344	0.004	15.980	0.005	15.662	0.006	3	2008.8359	1237678906246037616
000.86767300	+09.57134900	VizieR	1	+	6	J000328.24+093416.8	 	Im	000.867673	+09.571349	 	20.971	0.103	17.920	0.006	16.451	0.004	15.587	0.005	15.118	0.005	3	2008.8359	1237678906246037600
000.86212100	+09.57317800	VizieR	1	+	6	J000326.90+093423.4	 	Im	000.862121	+09.573178	 	19.381	0.033	17.667	0.005	16.959	0.005	16.666	0.005	16.491	0.010	3	2008.8359	1237678906246037590
001.38280500	+09.85026300	VizieR	1	+	6	J000531.87+095100.9	 	Im	001.382805	+09.850263	 	21.015	0.077	18.211	0.007	16.778	0.006	16.111	0.006	15.726	0.007	3	2008.9969	1237679318553067668
001.38169500	+09.90306200	VizieR	1	+	6	J000531.60+095411.0	 	Im	001.381695	+09.903062	 	20.637	0.060	17.904	0.006	16.722	0.006	16.292	0.006	16.028	0.008	3	2008.9969	1237679318553067665
001.36848500	+09.80905400	VizieR	1	+	6	J000528.43+094832.5	 	Im	001.368485	+09.809054	 	18.454	0.016	17.200	0.005	16.741	0.006	16.561	0.006	16.463	0.009	3	2008.9969	1237679318553067563
001.35818400	+09.86635300	VizieR	1	+	6	J000525.96+095158.8	 	Im	001.358184	+09.866353	 	18.585	0.017	16.634	0.005	15.953	0.005	15.727	0.006	15.603	0.007	3	2008.9969	1237679318553067543
001.34651700	+09.90308600	VizieR	1	+	6	J000523.16+095411.1	 	Im	001.346517	+09.903086	 	19.545	0.030	17.622	0.006	16.903	0.006	16.621	0.006	16.448	0.009	3	2008.9969	1237679318553067641
001.32564300	+09.90062900	VizieR	1	 	6	J000518.15+095402.2	 	Im	001.325643	+09.900629	 	15.970	0.008	13.970	0.002	16.197	0.015	13.012	0.001	13.855	0.012	3	2008.9969	1237679318553067526
001.30661300	+09.72311700	VizieR	1	+	6	J000513.58+094323.2	 	Im	001.306613	+09.723117	 	18.026	0.015	16.259	0.004	15.471	0.004	15.138	0.004	14.942	0.005	3	2008.8359	1237678906246234162
001.30602400	+09.70782300	VizieR	1	+	6	J000513.44+094228.1	 	Im	001.306024	+09.707823	 	18.569	0.021	17.460	0.005	16.989	0.005	16.795	0.005	16.679	0.011	3	2008.8359	1237678906246234158
001.27462900	+09.71546600	VizieR	1	+	6	J000505.91+094255.6	 	Im	001.274629	+09.715466	 	18.804	0.024	16.682	0.004	15.781	0.004	15.414	0.004	15.264	0.006	3	2008.8359	1237678906246234202
001.26494200	+09.68959400	VizieR	1	+	6	J000503.58+094122.5	 	Im	001.264942	+09.689594	 	18.426	0.020	16.315	0.004	15.439	0.004	15.129	0.004	14.977	0.005	3	2008.8359	1237678906246234117
001.26482200	+09.86311700	VizieR	1	+	6	J000503.55+095147.2	 	Im	001.264822	+09.863117	 	16.665	0.007	15.491	0.004	15.042	0.005	14.884	0.006	14.814	0.006	3	2008.9968	1237679318553002026
001.25003300	+09.74547900	VizieR	1	+	6	J000500.00+094443.7	 	Im	001.250033	+09.745479	 	16.875	0.009	15.596	0.003	15.077	0.004	14.883	0.004	14.808	0.005	3	2008.8359	1237678906246234114
001.24677700	+09.85696700	VizieR	1	+	6	J000459.22+095125.0	 	Im	001.246777	+09.856967	 	17.693	0.011	16.469	0.004	16.031	0.005	15.882	0.006	15.829	0.007	3	2008.9968	1237679318553002022
001.21576200	+09.88662600	VizieR	1	 	6	J000451.78+095311.8	 	Im	001.215762	+09.886626	 	17.244	0.010	15.223	0.004	16.209	0.015	14.278	0.006	14.243	0.006	3	2008.9968	1237679318553002002
001.20162800	+09.83989200	VizieR	1	+	6	J000448.39+095023.6	 	Im	001.201628	+09.839892	 	17.855	0.012	16.663	0.005	16.215	0.006	16.043	0.006	15.961	0.007	3	2008.9968	1237679318553001995
001.17820200	+09.73606000	VizieR	1	+	6	J000442.76+094409.8	 	Im	001.178202	+09.736060	 	17.402	0.011	16.150	0.004	15.672	0.004	15.503	0.004	15.423	0.006	3	2008.8359	1237678906246168615
001.16554100	+09.69572800	VizieR	1	+	6	J000439.73+094144.6	 	Im	001.165541	+09.695728	 	18.642	0.022	17.309	0.005	16.840	0.005	16.699	0.005	16.636	0.010	3	2008.8359	1237678906246168613
000.57995000	+09.94285300	VizieR	1	+	6	J000219.18+095634.2	 	Im	000.579950	+09.942853	 	20.650	0.055	18.068	0.006	16.639	0.006	15.701	0.006	15.184	0.006	3	2008.9968	1237679318552739938
000.57464800	+10.06460300	VizieR	1	+	6	J000217.91+100352.5	 	Im	000.574648	+10.064603	 	20.681	0.087	18.063	0.006	16.751	0.005	16.139	0.005	15.781	0.007	3	2008.8359	1237678906782777448
000.55758200	+09.99815600	VizieR	1	+	6	J000213.82+095953.3	 	Im	000.557582	+09.998156	 	17.843	0.015	16.019	0.003	15.323	0.004	15.064	0.004	14.916	0.005	3	2008.8359	1237678906782777372
000.53921600	+10.13717700	VizieR	1	+	6	J000209.41+100813.8	 	Im	000.539216	+10.137177	 	20.254	0.063	17.584	0.005	16.331	0.004	15.821	0.004	15.538	0.006	3	2008.8359	1237678906782777436
000.52860600	+10.11272300	VizieR	1	+	6	J000206.86+100645.8	 	Im	000.528606	+10.112723	 	18.495	0.021	16.761	0.004	16.063	0.004	15.776	0.004	15.614	0.007	3	2008.8359	1237678906782777367
000.52661400	+10.16404500	VizieR	1	+	6	J000206.38+100950.5	 	Im	000.526614	+10.164045	 	17.107	0.010	15.759	0.003	15.219	0.004	15.018	0.004	14.925	0.005	3	2008.8359	1237678906782777361
000.52461700	+10.08588900	VizieR	1	+	6	J000205.90+100509.2	 	Im	000.524617	+10.085889	 	20.131	0.059	17.245	0.005	15.732	0.004	16.785	0.015	13.427	0.004	3	2008.8359	1237678906782777428
000.52365700	+10.08707000	VizieR	1	+	6	J000205.67+100513.4	 	Im	000.523657	+10.087070	 	18.837	0.026	17.245	0.005	16.593	0.005	16.388	0.005	16.283	0.009	3	2008.8359	1237678906782777429
000.49310800	+10.08474900	VizieR	1	+	6	J000158.34+100505.1	 	Im	000.493108	+10.084749	 	18.964	0.027	16.297	0.004	15.203	0.004	14.806	0.004	14.565	0.005	3	2008.8359	1237678906782777404
000.49175600	+10.08961000	VizieR	1	+	6	J000158.02+100522.6	 	Im	000.491756	+10.089610	 	19.984	0.053	17.219	0.005	16.001	0.004	15.540	0.004	15.274	0.006	3	2008.8359	1237678906782777400
000.48861200	+10.00415600	VizieR	1	+	6	J000157.26+100014.9	 	Im	000.488612	+10.004156	 	17.815	0.014	16.368	0.004	15.788	0.004	15.555	0.004	15.414	0.006	3	2008.8359	1237678906782777346
000.48402900	+09.94160100	VizieR	1	+	6	J000156.16+095629.7	 	Im	000.484029	+09.941601	 	17.952	0.013	16.684	0.005	16.240	0.006	16.092	0.006	16.023	0.008	3	2008.9968	1237679318552674344
001.42539900	+10.15044400	VizieR	1	+	6	J000542.09+100901.6	 	Im	001.425399	+10.150444	 	19.928	0.051	17.123	0.005	15.660	0.004	14.973	0.004	14.575	0.005	3	2008.8359	1237678906783170653
001.40439300	+09.93928100	VizieR	1	+	6	J000537.05+095621.4	 	Im	001.404393	+09.939281	 	18.216	0.014	16.881	0.005	16.368	0.005	16.174	0.006	16.063	0.008	3	2008.9969	1237679318553067585
001.40435200	+10.00473700	VizieR	1	+	6	J000537.04+100017.0	 	Im	001.404352	+10.004737	 	20.337	0.067	17.737	0.006	16.670	0.005	16.215	0.004	15.933	0.008	3	2008.8359	1237678906783170645
001.38925900	+10.01698000	VizieR	1	+	6	J000533.42+100101.1	 	Im	001.389259	+10.016980	 	17.609	0.013	16.561	0.004	16.234	0.004	16.116	0.004	16.056	0.008	3	2008.8359	1237678906783105087
001.38185200	+10.03689800	VizieR	1	+	6	J000531.64+100212.8	 	Im	001.381852	+10.036898	 	18.395	0.019	16.992	0.004	16.416	0.004	16.169	0.004	16.027	0.008	3	2008.8359	1237678906783105082
001.37281200	+10.02025400	VizieR	1	+	6	J000529.47+100112.9	 	Im	001.372812	+10.020254	 	18.506	0.021	17.114	0.004	16.606	0.005	16.423	0.005	16.327	0.009	3	2008.8359	1237678906783105075
001.37238200	+10.06846400	VizieR	1	+	6	J000529.37+100406.4	 	Im	001.372382	+10.068464	 	18.469	0.020	17.018	0.004	16.410	0.004	16.143	0.004	15.991	0.008	3	2008.8359	1237678906783105079
001.36376100	+10.04571600	VizieR	1	+	6	J000527.30+100244.5	 	Im	001.363761	+10.045716	 	17.795	0.014	16.512	0.004	16.039	0.004	15.866	0.004	15.777	0.007	3	2008.8359	1237678906783105070
001.35913600	+09.91180000	VizieR	1	+	6	J000526.19+095442.4	 	Im	001.359136	+09.911800	 	18.999	0.022	17.223	0.005	16.534	0.006	16.256	0.006	16.123	0.008	3	2008.9969	1237679318553067548
001.35807200	+09.95956900	VizieR	1	+	6	J000525.93+095734.4	 	Im	001.358072	+09.959569	 	20.295	0.046	17.412	0.005	16.005	0.005	15.352	0.006	15.002	0.006	3	2008.9969	1237679318553067654
001.35601800	+10.08386700	VizieR	1	+	6	J000525.44+100501.9	 	Im	001.356018	+10.083867	 	20.880	0.102	18.244	0.007	16.785	0.005	15.914	0.004	15.425	0.006	3	2008.8359	1237678906783105157
001.34188800	+10.04036600	VizieR	1	+	6	J000522.05+100225.3	 	Im	001.341888	+10.040366	 	21.257	0.140	18.380	0.007	16.900	0.005	16.075	0.004	15.606	0.007	3	2008.8359	1237678906783105154
001.33746600	+10.14930900	VizieR	1	+	6	J000520.99+100857.5	 	Im	001.337466	+10.149309	 	17.746	0.014	16.580	0.004	16.173	0.004	16.025	0.004	15.969	0.008	3	2008.8359	1237678906783105067
001.30853900	+10.17027900	VizieR	1	+	6	J000514.04+101013.0	 	Im	001.308539	+10.170279	 	20.570	0.081	17.935	0.006	16.546	0.005	15.275	0.004	14.625	0.005	3	2008.8359	1237678906783105136
001.30730500	+09.99773600	VizieR	1	+	6	J000513.75+095951.8	 	Im	001.307305	+09.997736	 	19.074	0.029	17.356	0.005	16.693	0.005	16.443	0.005	16.312	0.009	3	2008.8359	1237678906783105130
001.29564400	+10.12296600	VizieR	1	+	6	J000510.95+100722.6	 	Im	001.295644	+10.122966	 	17.419	0.012	16.034	0.003	15.542	0.004	15.375	0.004	15.316	0.006	3	2008.8359	1237678906783105065
001.29197600	+10.06297800	VizieR	1	+	6	J000510.07+100346.7	 	Im	001.291976	+10.062978	 	20.418	0.074	17.781	0.006	16.396	0.005	15.750	0.004	15.375	0.006	3	2008.8359	1237678906783105122
001.29074400	+09.94920200	VizieR	1	+	6	J000509.77+095657.1	 	Im	001.290744	+09.949202	 	18.341	0.016	17.361	0.005	16.977	0.006	16.822	0.006	16.805	0.010	3	2008.9968	1237679318553002063
001.27872200	+09.90686800	VizieR	1	+	6	J000506.89+095424.7	 	Im	001.278722	+09.906868	 	19.763	0.036	17.468	0.005	16.496	0.006	16.152	0.006	15.973	0.008	3	2008.9968	1237679318553002163
001.26894800	+09.96753600	VizieR	1	+	6	J000504.54+095803.1	 	Im	001.268948	+09.967536	 	18.119	0.014	17.190	0.005	16.840	0.006	16.720	0.006	16.695	0.010	3	2008.9968	1237679318553002030
001.26858300	+10.07923100	VizieR	1	+	6	J000504.46+100445.2	 	Im	001.268583	+10.079231	 	19.333	0.035	16.953	0.004	16.060	0.004	15.768	0.004	15.615	0.007	3	2008.8359	1237678906783105116
001.26855600	+10.06388700	VizieR	1	+	6	J000504.45+100349.9	 	Im	001.268556	+10.063887	 	19.354	0.035	16.706	0.004	15.547	0.004	15.112	0.004	14.883	0.005	3	2008.8359	1237678906783105113
001.26301000	+10.14280600	VizieR	1	+	6	J000503.12+100834.1	 	Im	001.263010	+10.142806	 	18.374	0.019	16.670	0.004	15.992	0.004	15.746	0.004	15.630	0.007	3	2008.8359	1237678906783105043
001.26090000	+10.15282200	VizieR	1	+	6	J000502.61+100910.1	 	Im	001.260900	+10.152822	 	18.474	0.021	17.207	0.005	16.739	0.005	16.595	0.005	16.464	0.010	3	2008.8359	1237678906783105037
001.24767000	+10.12105800	VizieR	1	+	6	J000459.44+100715.8	 	Im	001.247670	+10.121058	 	19.853	0.049	17.040	0.004	15.579	0.004	14.822	0.004	14.409	0.005	3	2008.8359	1237678906783105102
001.23773200	+10.00393400	VizieR	1	+	6	J000457.05+100014.1	 	Im	001.237732	+10.003934	 	19.826	0.049	17.174	0.005	15.779	0.004	15.188	0.004	14.863	0.005	3	2008.8359	1237678906783039630
001.23317300	+10.15273200	VizieR	1	 	6	J000455.96+100909.8	 	Im	001.233173	+10.152732	 	17.603	0.016	15.807	0.005	15.666	0.015	13.294	0.003	13.626	0.007	3	2008.8359	1237678906783039625
001.21255500	+10.11673800	VizieR	1	+	6	J000451.01+100700.2	 	Im	001.212555	+10.116738	 	19.788	0.048	17.686	0.005	16.784	0.005	16.453	0.005	16.252	0.009	3	2008.8359	1237678906783039702
001.20762100	+10.00243100	VizieR	1	+	6	J000449.82+100008.7	 	Im	001.207621	+10.002431	 	18.444	0.020	16.941	0.004	16.262	0.004	15.964	0.005	15.807	0.007	3	2008.8359	1237678906783039621
001.19431000	+10.11989300	VizieR	1	+	6	J000446.63+100711.6	 	Im	001.194310	+10.119893	 	17.577	0.013	16.316	0.004	15.843	0.004	15.669	0.004	15.597	0.007	3	2008.8359	1237678906783039603
001.17821300	+10.03059600	VizieR	1	+	6	J000442.77+100150.1	 	Im	001.178213	+10.030596	 	17.727	0.014	16.639	0.004	16.189	0.004	16.021	0.005	15.939	0.007	3	2008.8359	1237678906783039592
001.17811600	+09.98291300	VizieR	1	 	6	J000442.74+095858.4	 	Im	001.178116	+09.982913	 	20.835	0.107	18.160	0.007	16.909	0.005	16.321	0.005	15.993	0.008	3	2008.8359	1237678906783039689
001.17380800	+10.03850600	VizieR	1	+	6	J000441.71+100218.6	 	Im	001.173808	+10.038506	 	18.361	0.019	17.046	0.004	16.558	0.005	16.374	0.005	16.300	0.009	3	2008.8359	1237678906783039589
001.16009100	+10.28302200	VizieR	1	+	6	J000438.42+101658.8	 	Im	001.160091	+10.283022	 	19.363	0.028	17.372	0.005	16.754	0.006	16.413	0.006	16.203	0.008	3	2008.9968	1237679319089807566
001.14945200	+10.46938400	VizieR	1	+	6	J000435.86+102809.7	 	Im	001.149452	+10.469384	 	17.347	0.011	15.756	0.004	15.130	0.004	14.878	0.004	14.769	0.005	3	2008.8359	1237678907319910459
001.14004400	+10.26889100	VizieR	1	+	6	J000433.61+101608.0	 	Im	001.140044	+10.268891	 	20.904	0.072	18.283	0.007	16.979	0.006	16.428	0.006	16.106	0.008	3	2008.9968	1237679319089807428
001.13992600	+10.27010100	VizieR	1	 	6	J000433.58+101612.3	 	Im	001.139926	+10.270101	 	18.207	0.015	17.012	0.005	16.744	0.005	16.373	0.006	16.298	0.009	3	2008.9968	1237679319089807427
001.12175400	+10.24677200	VizieR	1	+	6	J000429.22+101448.3	 	Im	001.121754	+10.246772	 	17.408	0.010	15.940	0.004	15.381	0.005	15.822	0.004	15.091	0.006	3	2008.9968	1237679319089807407
001.12130900	+10.26839200	VizieR	1	+	6	J000429.11+101606.2	 	Im	001.121309	+10.268392	 	20.245	0.046	17.886	0.006	16.847	0.006	16.466	0.006	16.239	0.008	3	2008.9968	1237679319089807549
001.08047900	+10.22904200	VizieR	1	+	6	J000419.31+101344.5	 	Im	001.080479	+10.229042	 	19.775	0.034	17.248	0.005	15.967	0.005	15.029	0.001	14.024	0.005	3	2008.9968	1237679319089807515
001.07403500	+10.27781800	VizieR	1	+	6	J000417.76+101640.1	 	Im	001.074035	+10.277818	 	19.974	0.038	17.444	0.005	16.001	0.005	15.585	0.005	14.557	0.005	3	2008.9968	1237679319089807509
001.06996300	+10.42270200	VizieR	1	+	6	J000416.79+102521.7	 	Im	001.069963	+10.422702	 	18.854	0.024	17.109	0.005	16.410	0.004	16.148	0.005	15.992	0.007	3	2008.8359	1237678907319845061
001.06374600	+10.45141500	VizieR	1	+	6	J000415.29+102705.0	 	Im	001.063746	+10.451415	 	18.478	0.019	17.408	0.005	16.992	0.005	16.838	0.006	16.761	0.010	3	2008.8359	1237678907319844987
001.05476200	+10.25537600	VizieR	1	+	6	J000413.14+101519.3	 	Im	001.054762	+10.255376	 	17.346	0.010	16.035	0.004	15.498	0.005	15.314	0.005	15.233	0.006	3	2008.9968	1237679319089807384
001.05164200	+10.45609400	VizieR	1	 	6	J000412.39+102721.9	 	Im	001.051642	+10.456094	 	17.740	0.015	15.642	0.004	15.446	0.012	13.964	0.005	13.630	0.005	3	2008.8359	1237678907319844974
001.03642800	+10.31192100	VizieR	1	 	6	J000408.74+101842.9	 	Im	001.036428	+10.311921	 	19.566	0.030	17.777	0.006	16.905	0.005	16.779	0.006	16.646	0.010	3	2008.9968	1237679319089807486
001.02133100	+10.20200700	VizieR	1	+	6	J000405.11+101207.2	 	Im	001.021331	+10.202007	 	20.329	0.047	17.702	0.006	16.316	0.005	15.715	0.005	15.373	0.006	3	2008.9968	1237679319089807470
001.01985800	+10.38347800	VizieR	1	+	6	J000404.76+102300.5	 	Im	001.019858	+10.383478	 	19.897	0.034	17.824	0.006	16.996	0.006	16.679	0.006	16.512	0.009	3	2008.9968	1237679319089807473
001.01089100	+10.46562700	VizieR	1	+	6	J000402.61+102756.2	 	Im	001.010891	+10.465627	 	18.003	0.015	15.989	0.004	15.159	0.004	14.855	0.004	14.694	0.005	3	2008.8359	1237678907319844956
000.98545900	+10.32682900	VizieR	1	+	6	J000356.51+101936.5	 	Im	000.985459	+10.326829	 	20.358	0.048	17.772	0.006	16.319	0.005	15.565	0.005	15.166	0.006	3	2008.9968	1237679319089742070
000.98188800	+10.39806700	VizieR	1	+	6	J000355.65+102353.0	 	Im	000.981888	+10.398067	 	20.392	0.066	17.887	0.006	16.548	0.004	15.253	0.004	14.573	0.005	3	2008.8359	1237678907319845018
000.96933600	+10.40759600	VizieR	1	+	6	J000352.64+102427.3	 	Im	000.969336	+10.407596	 	18.648	0.021	17.040	0.005	16.360	0.004	16.108	0.005	15.966	0.007	3	2008.8359	1237678907319844937
000.96841700	+10.20362800	VizieR	1	+	6	J000352.42+101213.0	 	Im	000.968417	+10.203628	 	18.317	0.016	16.107	0.004	15.209	0.005	15.223	0.001	14.752	0.005	3	2008.9968	1237679319089741891
