_RAJ2000	_DEJ2000	_V	mode	q_mode	cl	SDSS8	m_SDSS8	Im	RA_ICRS	DE_ICRS	zsp	umag	e_umag	gmag	e_gmag	rmag	e_rmag	imag	e_imag	zmag	e_zmag	Q	ObsDate	objID
001.01429800	+10.15331500	VizieR	1	+	6	J000403.43+100911.9	 	Im	001.014298	+10.153315	 	18.762	0.024	17.302	0.005	16.743	0.005	16.523	0.005	16.421	0.010	3	2008.8359	1237678906782974087
000.98622700	+10.16674400	VizieR	1	+	6	J000356.69+101000.2	 	Im	000.986227	+10.166744	 	18.474	0.021	17.278	0.005	16.823	0.005	16.639	0.005	16.585	0.010	3	2008.8359	1237678906782973994
000.97195700	+09.96106300	VizieR	1	+	6	J000353.27+095739.8	 	Im	000.971957	+09.961063	 	18.194	0.014	16.366	0.005	15.653	0.005	15.442	0.006	15.331	0.006	3	2008.9968	1237679318552870978
000.96935900	+10.18923100	VizieR	1	+	6	J000352.64+101121.2	 	Im	000.969359	+10.189231	 	19.481	0.029	17.623	0.006	16.866	0.006	16.596	0.006	16.464	0.009	3	2008.9968	1237679319089742058
000.96201300	+10.06254900	VizieR	1	+	6	J000350.88+100345.1	 	Im	000.962013	+10.062549	 	20.283	0.066	17.831	0.006	16.823	0.005	16.480	0.005	16.307	0.009	3	2008.8359	1237678906782974059
000.96155200	+10.11625200	VizieR	1	+	6	J000350.77+100658.5	 	Im	000.961552	+10.116252	 	19.426	0.037	17.326	0.005	16.522	0.004	16.221	0.005	16.080	0.008	3	2008.8359	1237678906782974063
000.96041800	+10.12769200	VizieR	1	+	6	J000350.50+100739.6	 	Im	000.960418	+10.127692	 	18.553	0.022	17.202	0.005	16.676	0.005	16.448	0.005	16.364	0.009	3	2008.8359	1237678906782973991
000.95629700	+10.14782800	VizieR	1	+	6	J000349.51+100852.1	 	Im	000.956297	+10.147828	 	17.596	0.013	15.730	0.004	15.076	0.004	14.864	0.004	14.758	0.005	3	2008.8359	1237678906782973975
000.94983400	+10.03723000	VizieR	1	+	6	J000347.96+100214.0	 	Im	000.949834	+10.037230	 	18.056	0.016	16.652	0.004	16.094	0.004	15.867	0.005	15.771	0.007	3	2008.8359	1237678906782973965
000.94828400	+09.96222900	VizieR	1	+	6	J000347.58+095744.0	 	Im	000.948284	+09.962229	 	17.438	0.010	16.280	0.004	15.765	0.005	15.577	0.006	15.476	0.006	3	2008.9968	1237679318552870960
000.93834700	+10.16035400	VizieR	1	+	6	J000345.20+100937.2	 	Im	000.938347	+10.160354	 	19.441	0.037	16.984	0.004	15.866	0.004	15.419	0.004	15.158	0.006	3	2008.8359	1237678906782908578
000.92521500	+10.07088300	VizieR	1	 	6	J000342.05+100415.1	 	Im	000.925215	+10.070883	 	16.373	0.009	15.223	0.005	15.731	0.015	13.625	0.003	14.098	0.007	3	2008.8359	1237678906782908480
000.89421700	+09.96094800	VizieR	1	+	6	J000334.61+095739.4	 	Im	000.894217	+09.960948	 	18.258	0.015	17.234	0.005	16.744	0.006	16.562	0.006	16.449	0.009	3	2008.9968	1237679318552870923
000.89288600	+09.98802300	VizieR	1	+	6	J000334.29+095916.8	 	Im	000.892886	+09.988023	 	20.309	0.064	17.243	0.005	15.867	0.004	14.975	0.004	14.480	0.005	3	2008.8359	1237678906782908551
000.89276100	+10.06605500	VizieR	1	+	6	J000334.26+100357.8	 	Im	000.892761	+10.066055	 	19.680	0.042	16.966	0.004	15.739	0.004	15.280	0.004	15.034	0.005	3	2008.8359	1237678906782908563
000.87826700	+09.93559800	VizieR	1	+	6	J000330.78+095608.1	 	Im	000.878267	+09.935598	 	17.526	0.011	16.289	0.004	15.776	0.005	15.555	0.006	15.380	0.006	3	2008.9968	1237679318552870915
000.87529900	+10.18586300	VizieR	1	+	6	J000330.07+101109.1	 	Im	000.875299	+10.185863	 	16.839	0.008	15.665	0.004	15.263	0.005	15.690	0.005	15.051	0.006	3	2008.9968	1237679319089741834
000.87270900	+09.99422300	VizieR	1	+	6	J000329.45+095939.2	 	Im	000.872709	+09.994223	 	20.807	0.093	18.231	0.007	16.737	0.005	15.889	0.005	15.424	0.006	3	2008.8359	1237678906782908539
000.86073300	+10.07890000	VizieR	1	+	6	J000326.57+100444.0	 	Im	000.860733	+10.078900	 	18.163	0.017	16.860	0.004	16.313	0.004	16.090	0.005	16.003	0.008	3	2008.8359	1237678906782908469
000.86012500	+10.09607100	VizieR	1	+	6	J000326.43+100545.8	 	Im	000.860125	+10.096071	 	19.222	0.032	17.349	0.005	16.574	0.004	16.297	0.005	16.150	0.008	3	2008.8359	1237678906782908524
000.85262400	+09.94350100	VizieR	1	+	6	J000324.63+095636.6	 	Im	000.852624	+09.943501	 	17.380	0.010	16.035	0.004	15.494	0.005	15.314	0.006	15.206	0.006	3	2008.9968	1237679318552805462
000.84649800	+10.14044200	VizieR	1	+	6	J000323.15+100825.5	 	Im	000.846498	+10.140442	 	18.196	0.017	16.544	0.004	15.871	0.004	15.626	0.004	15.503	0.006	3	2008.8359	1237678906782908466
000.83716100	+10.17386700	VizieR	1	+	6	J000320.91+101025.9	 	Im	000.837161	+10.173867	 	20.141	0.059	17.836	0.006	16.856	0.005	16.474	0.005	16.237	0.009	3	2008.8359	1237678906782908515
000.82741400	+10.09244200	VizieR	1	+	6	J000318.57+100532.7	 	Im	000.827414	+10.092442	 	18.396	0.019	17.002	0.004	16.408	0.004	16.169	0.005	16.043	0.008	3	2008.8359	1237678906782908455
000.81684600	+09.97418600	VizieR	1	+	6	J000316.04+095827.0	 	Im	000.816846	+09.974186	 	18.225	0.017	17.202	0.005	16.830	0.005	16.680	0.005	16.601	0.011	3	2008.8359	1237678906782908451
000.81205700	+09.99859700	VizieR	1	+	6	J000314.89+095954.9	 	Im	000.812057	+09.998597	 	18.380	0.019	16.389	0.004	15.628	0.004	15.366	0.004	15.227	0.006	3	2008.8359	1237678906782908445
000.80821900	+10.00432800	VizieR	1	+	6	J000313.97+100015.5	 	Im	000.808219	+10.004328	 	19.779	0.045	17.397	0.005	16.426	0.004	16.066	0.005	15.873	0.007	3	2008.8359	1237678906782908498
000.80669100	+10.11245100	VizieR	1	+	6	J000313.60+100644.8	 	Im	000.806691	+10.112451	 	17.207	0.011	15.962	0.004	15.456	0.004	15.272	0.004	15.204	0.006	3	2008.8359	1237678906782908441
000.78617200	+09.92269600	VizieR	1	+	6	J000308.68+095521.7	 	Im	000.786172	+09.922696	 	18.567	0.017	16.806	0.004	16.136	0.005	15.824	0.006	15.736	0.007	3	2008.9968	1237679318552805439
000.77515800	+10.12933900	VizieR	1	+	6	J000306.03+100745.6	 	Im	000.775158	+10.129339	 	17.896	0.015	16.345	0.004	15.704	0.004	15.462	0.004	15.342	0.006	3	2008.8359	1237678906782842915
000.77014900	+09.96430900	VizieR	1	+	6	J000304.83+095751.5	 	Im	000.770149	+09.964309	 	19.973	0.037	17.671	0.005	16.633	0.006	16.238	0.006	15.984	0.008	3	2008.9968	1237679318552805494
000.76389200	+10.06168600	VizieR	1	+	6	J000303.33+100342.0	 	Im	000.763892	+10.061686	 	18.495	0.020	16.828	0.004	16.163	0.004	15.899	0.004	15.783	0.007	3	2008.8359	1237678906782842913
000.75497500	+09.93043300	VizieR	1	+	6	J000301.19+095549.5	 	Im	000.754975	+09.930433	 	20.084	0.039	17.436	0.005	16.410	0.006	16.064	0.006	15.863	0.007	3	2008.9968	1237679318552805489
000.73438800	+10.11645800	VizieR	1	+	6	J000256.25+100659.2	 	Im	000.734388	+10.116458	 	18.394	0.019	17.156	0.005	16.676	0.004	16.482	0.005	16.397	0.009	3	2008.8359	1237678906782842910
000.73138200	+09.92423500	VizieR	1	+	6	J000255.53+095527.2	 	Im	000.731382	+09.924235	 	19.216	0.024	17.377	0.005	16.618	0.006	16.353	0.006	16.189	0.008	3	2008.9968	1237679318552805384
000.71833400	+10.04257900	VizieR	1	+	6	J000252.40+100233.2	 	Im	000.718334	+10.042579	 	19.517	0.037	17.631	0.005	16.855	0.005	16.542	0.005	16.365	0.009	3	2008.8359	1237678906782842955
000.70666100	+10.14265500	VizieR	1	+	6	J000249.59+100833.5	 	Im	000.706661	+10.142655	 	17.692	0.013	16.488	0.004	16.017	0.004	15.829	0.004	15.750	0.007	3	2008.8359	1237678906782842906
000.67738500	+10.05436800	VizieR	1	+	6	J000242.57+100315.7	 	Im	000.677385	+10.054368	 	21.256	0.131	18.378	0.007	16.934	0.005	16.310	0.005	15.951	0.008	3	2008.8359	1237678906782842934
000.65842500	+09.96816900	VizieR	1	+	6	J000238.02+095805.4	 	Im	000.658425	+09.968169	 	18.111	0.014	16.375	0.004	15.692	0.005	15.452	0.006	15.296	0.006	3	2008.9968	1237679318552739910
000.63154700	+09.93726700	VizieR	1	+	6	J000231.57+095614.1	 	Im	000.631547	+09.937267	 	18.130	0.014	17.098	0.005	16.706	0.006	16.794	0.006	16.445	0.009	3	2008.9968	1237679318552739871
000.62293100	+09.98590100	VizieR	1	+	6	J000229.50+095909.2	 	Im	000.622931	+09.985901	 	19.062	0.029	17.432	0.005	16.808	0.005	16.538	0.005	16.384	0.009	3	2008.8359	1237678906782777469
000.61913500	+10.01531900	VizieR	1	+	6	J000228.59+100055.1	 	Im	000.619135	+10.015319	 	18.288	0.018	16.593	0.004	15.929	0.004	15.660	0.004	15.508	0.006	3	2008.8359	1237678906782777394
000.61426500	+10.19024700	VizieR	1	+	6	J000227.42+101124.8	 	Im	000.614265	+10.190247	 	18.398	0.016	16.282	0.004	15.386	0.005	21.100	0.088	14.904	0.006	3	2008.9968	1237679319089610778
000.60248100	+10.19339100	VizieR	1	+	6	J000224.59+101136.2	 	Im	000.602481	+10.193391	 	17.638	0.011	16.396	0.004	15.871	0.005	15.681	0.006	15.589	0.007	3	2008.9968	1237679319089610770
000.58712100	+10.09387100	VizieR	1	+	6	J000220.90+100537.9	 	Im	000.587121	+10.093871	 	18.425	0.020	16.820	0.004	16.152	0.004	15.898	0.004	15.774	0.007	3	2008.8359	1237678906782777383
