objID,raMean,decMean,rMeanKronMag
120040010811090678,1.08112617,10.03344222,19.796100616455078
120040010838462621,1.08382449,10.03506009,18.399700164794922
120040010786935478,1.07866544,10.03736389,21.82360076904297
120050010787721994,1.07873963,10.04286042,20.438199996948242
119930009127901387,0.91281302,9.94239889,19.43090057373047
119930009139444283,0.91411073,9.94482785,21.017900466918945
119930009125226238,0.9124903,9.94642651,20.911399841308594
119940009049588275,0.90486502,9.9565877,21.163000106811523
119940009045648334,0.90482665,9.95656547,20.99850082397461
119940009005368173,0.90059285,9.95642698,21.183700561523438
119940009084013761,0.90842724,9.95269184,18.797500610351562
119940009062283563,0.90616793,9.95252544,21.683900833129883
119940009026773137,0.9027059,9.95217586,20.10070037841797
119930009327779918,0.93278571,9.94950923,20.350799560546875
119930009354342081,0.93543479,9.94300182,19.280799865722656
119930009354352077,0.93543597,9.94299787,19.277000427246094
120060008213845238,0.82141794,10.05394861,18.371999740600586
120060008202653905,0.82036741,10.05282435,21.714799880981445
120060008239676826,0.82400909,10.05527098,18.913999557495117
120060008179463682,0.81797746,10.05269994,19.882400512695312
120070008117143166,0.81173722,10.06059713,22.856800079345703
120100008059437912,0.80594386,10.08952704,17.88759994506836
120100008059437776,0.80594376,10.08941302,18.017799377441406
120100008058158470,0.80581522,10.08999151,18.927499771118164
120100008059438036,0.80594387,10.08963032,18.110000610351562
120100008062717616,0.80627195,10.08928019,16.643299102783203
120100008063367872,0.80633632,10.08949325,16.866500854492188
120100008062978597,0.80629747,10.09009756,16.743099212646484
120100007966181724,0.79661861,10.08436996,17.822200775146484
120100007992413085,0.79929941,10.08549558,20.693700790405273
120100008057633510,0.80581946,10.08586243,19.8518009185791
120100008057352955,0.80573584,10.08539598,17.735000610351562
120100008062732773,0.80627398,10.08524449,18.78569984436035
120100008058270879,0.80582789,10.08366599,17.961599349975586
120100008058281134,0.80582815,10.08387805,18.19409942626953
120120010072441397,1.00724483,10.10076407,19.36400032043457
120120010065382145,1.00653817,10.10138758,19.020099639892578
120120010066602248,1.00666013,10.10147314,18.944799423217773
120120010066622135,1.00666224,10.10137953,19.14229965209961
120120010065352262,1.00653517,10.10148521,19.05109977722168
120120010066851427,1.00668597,10.10078919,19.025999069213867
120120010065551429,1.00655548,10.10079106,19.038999557495117
120120010070201411,1.00702045,10.10077607,19.22249984741211
120120010066711830,1.00667137,10.10112488,19.084800720214844
120120010065461836,1.00654603,10.10112971,19.002300262451172
120120010037228242,1.00371612,10.10640395,18.503799438476562
120140010080900288,1.00785114,10.11659563,18.779300689697266
120140010077480728,1.00772211,10.1167996,20.06529998779297
120140010080940828,1.00774215,10.11681762,20.114599227905273
120140010088360250,1.00883631,10.116475,18.70870018005371
120140010088320830,1.00883256,10.11695796,18.856300354003906
120140010004992188,1.00046007,10.11807802,20.632999420166016
120140010021590546,1.00211806,10.11671116,20.55419921875
120140010014280990,1.00138736,10.1170807,21.810400009155273
120140010022722516,1.0022724,10.11836328,20.909299850463867
120140010021812363,1.00218181,10.11823544,20.910400390625
120140010014292542,1.00138873,10.11837247,20.79509925842285
120140010018571832,1.00181692,10.11778178,20.936899185180664
120140010016711345,1.00163088,10.11737611,21.980499267578125
120140010019941190,1.00195363,10.11724714,21.168899536132812
120140010010061078,1.00096561,10.11715353,21.383899688720703
120140010010561672,1.00101632,10.11764812,21.00480079650879
120130010044727639,1.00448381,10.11431201,20.198200225830078
120130010040387639,1.00403857,10.11429882,19.93869972229004
120130010041867636,1.00419797,10.1143098,20.26180076599121
120130010207028629,1.02070275,10.11512397,19.229799270629883
120130010209108625,1.02091073,10.11512116,19.386999130249023
120130010195789666,1.01959706,10.11599628,19.98900032043457
120140010194480050,1.01942721,10.11629398,20.386600494384766
120130010200499667,1.02006211,10.11599967,19.871999740600586
120130010201649665,1.02016403,10.11598781,20.069900512695312
120130010201639905,1.02016347,10.11618751,20.23390007019043
120130010217519680,1.02175855,10.1160097,19.470500946044922
120130010213839630,1.02138335,10.11595794,19.31529998779297
120130010213919886,1.02139139,10.11617179,19.3164005279541
120140010207150864,1.02071549,10.11698653,18.408000946044922
120130010206749655,1.02067408,10.11597937,19.573999404907227
120130010211479646,1.02114741,10.1159713,19.434499740600586
120130010209119892,1.02091167,10.11617669,19.853300094604492
120130010206859897,1.02068502,10.11618112,19.98740005493164
120130010209099649,1.02090943,10.11597393,19.74810028076172
120140010207600245,1.02076033,10.11647085,19.802099227905273
120130010211489889,1.02114873,10.11617448,19.42449951171875
120140010211570336,1.02117047,10.11655706,19.628799438476562
120140010210030334,1.02100311,10.11654493,19.35849952697754
120130010213906893,1.02139055,10.11367781,19.64550018310547
120130010207097719,1.02070987,10.11436601,19.341899871826172
120130010207187146,1.02071875,10.11388796,19.13479995727539
120130010209977142,1.02100992,10.11389481,19.46540069580078
120130010209077143,1.02089862,10.11392303,19.347999572753906
120130010206836844,1.02069668,10.11364638,19.28380012512207
120130010211406893,1.02114087,10.11367747,19.6117000579834
120130010209096888,1.02090925,10.11367351,19.333599090576172
120130010209986889,1.02099856,10.1136745,19.33690071105957
120130010192318775,1.01923164,10.11524584,18.703899383544922
120130010192358091,1.01923541,10.11467594,18.5039005279541
120130010191708303,1.01917036,10.11485257,18.488500595092773
120130010203718099,1.02034987,10.1146678,19.234899520874023
120130010200498394,1.02004965,10.11492838,19.497600555419922
120130010200378050,1.02003782,10.1146414,19.431400299072266
120130010200517986,1.020051,10.11458821,19.164400100708008
120130010193206873,1.01932007,10.11366049,19.64189910888672
120130010192287818,1.01934626,10.1142577,19.827199935913086
120130010193257158,1.01933551,10.11389745,19.724899291992188
120130010196207140,1.01962046,10.11388337,19.579500198364258
120130010195616897,1.01957172,10.11368018,19.282699584960938
120130009769474242,0.97694744,10.1114685,18.978900909423828
120130009769394439,0.97693921,10.11163258,18.93000030517578
120130009767834464,0.97678398,10.11165362,18.921600341796875
120130009769394659,0.97693913,10.11181543,18.822599411010742
120130009769394810,0.97693929,10.11194167,18.79829978942871
120130009766464665,0.97664616,10.11182115,18.941499710083008
120130009766464810,0.97664631,10.11194193,19.180599212646484
120130009767764810,0.97677606,10.11194164,19.002500534057617
120130009767794661,0.976779,10.11181759,18.89550018310547
120130009767005233,0.97670006,10.11229437,18.804800033569336
120130009766485334,0.97664809,10.11237858,18.738500595092773
120130009748415127,0.97484116,10.11220596,19.209299087524414
120130009748775410,0.97487771,10.11244166,18.848499298095703
120130009745885415,0.97458802,10.11244589,19.0939998626709
120130009755604819,0.97556021,10.11194881,19.292200088500977
120130009751084827,0.9751089,10.11195548,19.023399353027344
120130009753084819,0.97530801,10.11194872,18.74880027770996
120130009752235408,0.97522307,10.11243972,18.996999740600586
120130009755595073,0.97555969,10.11216041,19.438800811767578
120130009755575411,0.97555758,10.11244227,19.323400497436523
120130009751065407,0.97510618,10.11243896,18.994400024414062
120130009751085069,0.97510872,10.11215748,18.763399124145508
120130009752285073,0.97522895,10.11216109,18.752300262451172
120130009769533713,0.97695339,10.11102779,19.00659942626953
120130009760323900,0.97603248,10.11118366,19.32830047607422
120130009760293720,0.97602965,10.11103361,19.186199188232422
120130009766363713,0.97663667,10.11102711,19.276100158691406
120130009757314249,0.97573159,10.1114744,19.376800537109375
120130009767894240,0.97678949,10.11146652,19.03890037536621
120130009766454237,0.97664574,10.11146411,19.044200897216797
120130009766454481,0.97664563,10.11166735,18.978500366210938
120130009757285409,0.97572847,10.11244096,19.063199996948242
120130009757295088,0.97572948,10.11217306,19.29640007019043
120130009757304816,0.97573015,10.11194635,19.447799682617188
120130009760354814,0.97603591,10.11194501,19.028200149536133
120130009715935503,0.97159329,10.11251909,18.783899307250977
120130009720635076,0.97206305,10.11216325,19.418699264526367
120130009720635481,0.97206382,10.11250081,19.002300262451172
120130009725985463,0.97256072,10.11259103,18.567800521850586
