objID,raMean,decMean,rMeanKronMag
147480173403249565,17.34032503,32.90745574,-999.0
147480173423248827,17.34232832,32.90684121,-999.0
147480173457109914,17.34572504,32.90768968,-999.0
147480173467397299,17.34673692525593,32.905544142677044,-999.0
147480173470657175,17.34710816,32.90548119,-999.0
147480173495309911,17.34953677,32.90774491,-999.0
147480173508796054,17.35089437,32.90454043,-999.0
147480173510858849,17.35107841,32.90686082,-999.0
147480173514976201,17.35138487,32.90463675,-999.0
147480173519858017,17.35200099,32.90617617,-999.0
147480173528448721,17.35285185,32.90675734,21.62220001220703
147480173533049507,17.35331466,32.90743413,-999.0
147480173536855388,17.35368834,32.90398931,-999.0
147480173537909081,17.35380424,32.90706402,-999.0
147770173925574359,17.3925409,33.14478333,-999.0
147770173929868458,17.39300244,33.14822665,-999.0
147770173943619735,17.39437008,33.14929637,-999.0
147770173943951135,17.39440558,33.14213036,-999.0
147770173945423774,17.39452517,33.14429537,-999.0
147770173946659911,17.3946248845298,33.149419484722856,21.859899520874023
147770173951228307,17.39513794,33.14809307,-999.0
147770173955410916,17.39554179,33.14193743,-999.0
147770173957051020,17.39571294,33.142028,-999.0
147770173962273878,17.39620987,33.14438668,-999.0
147770174010299906,17.401031010867527,33.14945789215278,20.68549919128418
147770174013896913,17.40140522,33.14693168,-999.0
147770174020704257,17.402067573365773,33.14471579014915,18.333999633789062
147770174029556588,17.40297066,33.14666034,-999.0
147770174031881953,17.40318983,33.14280216,21.419700622558594
147770174063725842,17.40638784,33.14603871,-999.0
147770174085905400,17.40860587,33.14567032,-999.0
147770174104581134,17.4104664,33.14211158,-999.0
147770174117852473,17.411743911246685,33.14311678128774,22.21820068359375
147770174120524658,17.41206748,33.14505134,-999.0
147770174122388146,17.41225341741868,33.14794289575714,21.728300094604492
147770174135291513,17.41353865,33.14243216,-999.0
147770174137222778,17.41371908,33.14348041,-999.0
147770174142947361,17.41430915,33.14730292,-999.0
147770174167242891,17.41672094,33.14357332,-999.0
147770174169886748,17.41698456,33.14678298,-999.0
147770174172304990,17.41724487,33.1453405,-999.0
147770174174896115,17.41748786,33.14626018,-999.0
147770174179268743,17.41794484,33.14846816,-999.0
147770174180550589,17.41807428,33.14167431,-999.0
147770174181861710,17.41820487,33.14260836,-999.0
147770174183467224,17.41834107,33.1471825,-999.0
147770174183863459,17.41824345,33.14423027,-999.0
147770174189212510,17.41893417,33.14327283,-999.0
147770174207978310,17.42080802,33.14810532,-999.0
147770174209923184,17.42099395,33.14382925,20.438499450683594
