OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?,PA
special0,00:19:34.494,+03:37:29.43,2000.0,22.00,r,5000,1,1,-47
special1,00:19:38.947,+03:35:54.38,2000.0,22.00,r,50000,1,1,-47
special6,00:19:36.010,+03:41:32.45,2000.0,23.02,r,10000,1,1,-47
special7,00:19:29.607,+03:41:49.63,2000.0,22.45,r,10000,1,1,-47
8865705226,00:19:32.785,+03:39:14.17,2000.0,20.58,r,1245,1,1,-47
9023248777,00:19:36.563,+03:39:24.94,2000.0,19.27,r,1751,1,1,-47
9219406334,00:19:41.268,+03:39:17.63,2000.0,20.06,r,1906,1,1,-47
9368845409,00:19:44.862,+03:39:14.89,2000.0,20.76,r,226,1,1,-47
9179241733,00:19:40.305,+03:31:03.59,2000.0,21.69,r,275,1,1,-47
9185775902,00:19:40.440,+03:31:16.63,2000.0,20.91,r,726,1,1,-47
8885606496,00:19:33.264,+03:39:48.25,2000.0,21.83,r,13,1,1,-47
9247387120,00:19:41.936,+03:39:50.05,2000.0,20.37,r,2686,1,1,-47
9170099463,00:19:40.095,+03:31:56.98,2000.0,19.71,r,2290,1,1,-47
9294010018,00:19:43.059,+03:31:28.85,2000.0,20.21,r,1067,1,1,-47
9435683997,00:19:46.451,+03:31:40.85,2000.0,21.78,r,2,1,1,-47
9016957776,00:19:36.396,+03:40:21.86,2000.0,21.54,r,2,1,1,-47
8757605043,00:19:30.193,+03:32:13.65,2000.0,21.51,r,137,1,1,-47
9242544844,00:19:41.827,+03:32:13.18,2000.0,21.46,r,187,1,1,-47
8859868901,00:19:32.648,+03:40:55.54,2000.0,22.46,r,106,1,1,-47
9267305101,00:19:42.416,+03:40:44.10,2000.0,20.55,r,78,1,1,-47
8705095549,00:19:28.922,+03:32:45.03,2000.0,22.31,r,49,1,1,-47
9173811712,00:19:40.160,+03:32:33.72,2000.0,21.65,r,193,1,1,-47
9398187516,00:19:45.563,+03:32:51.15,2000.0,20.38,r,1307,1,1,-47
8565978725,00:19:25.596,+03:41:24.94,2000.0,20.93,r,13,1,1,-47
9098979011,00:19:38.375,+03:41:26.18,2000.0,21.58,r,159,1,1,-47
9254015267,00:19:42.100,+03:41:14.39,2000.0,20.60,r,716,1,1,-47
8880493764,00:19:33.137,+03:33:10.04,2000.0,21.03,r,1076,1,1,-47
8553712439,00:19:25.302,+03:41:35.85,2000.0,21.20,r,430,1,1,-47
9042717389,00:19:37.028,+03:33:50.84,2000.0,20.27,r,1429,1,1,-47
9227674090,00:19:41.469,+03:33:40.95,2000.0,21.24,r,446,1,1,-47
9388491840,00:19:45.333,+03:33:34.18,2000.0,20.83,r,411,1,1,-47
8697691948,00:19:28.750,+03:42:04.63,2000.0,21.26,r,21,1,1,-47
8700746331,00:19:28.823,+03:34:17.61,2000.0,21.33,r,228,1,1,-47
8938865571,00:19:34.538,+03:34:15.35,2000.0,19.83,r,3372,1,1,-47
9454166570,00:19:46.904,+03:34:18.41,2000.0,20.35,r,2735,1,1,-47
9151885611,00:19:39.653,+03:42:45.60,2000.0,20.48,r,2930,1,1,-47
9316295422,00:19:43.608,+03:42:44.81,2000.0,21.71,r,1,1,1,-47
9108737370,00:19:38.573,+03:34:50.41,2000.0,21.21,r,229,1,1,-47
9362247620,00:19:44.698,+03:34:51.50,2000.0,21.92,r,15,1,1,-47
8893394273,00:19:33.464,+03:43:11.06,2000.0,21.36,r,385,1,1,-47
8977640308,00:19:35.478,+03:42:59.59,2000.0,21.83,r,254,1,1,-47
8849566045,00:19:32.402,+03:35:16.46,2000.0,20.94,r,368,1,1,-47
9120733617,00:19:38.914,+03:35:09.31,2000.0,21.97,r,4,1,1,-47
9224031564,00:19:41.382,+03:35:03.32,2000.0,19.40,r,6552,1,1,-47
9387168876,00:19:45.291,+03:35:25.34,2000.0,21.87,r,12,1,1,-47
8878231792,00:19:33.080,+03:43:33.95,2000.0,20.46,r,3162,1,1,-47
9163209975,00:19:39.925,+03:43:58.36,2000.0,19.31,r,4729,1,1,-47
9036894954,00:19:36.888,+03:35:43.44,2000.0,19.84,r,4480,1,1,-47
9279474401,00:19:42.709,+03:35:41.89,2000.0,20.65,r,1494,1,1,-47
8998470873,00:19:35.988,+03:44:01.20,2000.0,21.46,r,93,1,1,-47
9089000232,00:19:38.136,+03:35:59.31,2000.0,19.50,r,3978,1,1,-47
9096204903,00:19:38.317,+03:36:13.16,2000.0,20.67,r,62,1,1,-47
9177008094,00:19:40.260,+03:36:22.86,2000.0,21.72,r,103,1,1,-47
