OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
9840564628,02:47:56.189,-02:15:47.29,2000.0,16.42,r,-1,0,1
1024508517,02:48:24.599,-02:15:35.80,2000.0,18.79,r,-2,0,1
1211604107,02:48:29.089,-02:13:49.04,2000.0,18.14,r,-2,0,1
9206376069,02:47:40.971,-02:21:12.90,2000.0,16.83,r,-2,0,1
9155673480,02:47:39.748,-02:18:50.79,2000.0,19.75,r,-2,0,1
