OBJNAME,RA,DEC,EQX,MAG,band,PCODE,LIST,SEL?
2259224377,23:20:54.223,+29:10:41.37,2000.0,16.70,r,-1,0,1
0860495887,23:20:20.661,+29:15:45.91,2000.0,15.56,r,-2,0,1
1537442302,23:20:36.907,+29:17:05.21,2000.0,18.29,r,-2,0,1
3442269476,23:21:22.613,+29:08:56.66,2000.0,19.51,r,-2,0,1
3206284010,23:21:16.951,+29:08:10.26,2000.0,17.73,r,-2,0,1
3394182520,23:21:21.461,+29:11:05.83,2000.0,19.48,r,-2,0,1
